OutputArea,TotalPopOver16,StudentPop
S00162198,96,3
S00162199,90,2
S00162200,79,2
S00162201,83,4
S00162202,111,7
S00162203,54,2
S00162204,86,6
S00162205,103,3
S00162206,81,3
S00162207,100,1
S00162208,84,6
S00162209,115,1
S00162210,85,1
S00162211,68,2
S00162212,92,3
S00162213,73,-
S00162214,87,4
S00162215,79,1
S00162216,60,1
S00162217,115,3
S00162218,109,1
S00162219,127,10
S00162220,108,2
S00162221,60,2
S00162222,125,4
S00162223,149,3
S00162224,84,4
S00162225,53,3
S00162226,64,3
S00162227,131,6
S00162228,59,-
S00162229,73,2
S00162230,75,1
S00162231,113,5
S00162232,91,-
S00162233,79,4
S00162234,108,3
S00162235,99,8
S00162236,67,3
S00162237,59,1
S00162238,95,3
S00162239,74,2
S00162240,51,2
S00162241,91,4
S00162242,110,6
S00162243,143,6
S00162244,105,7
S00162245,51,1
S00162246,79,2
S00162247,56,5
S00162248,124,3
S00162249,89,-
S00162250,64,9
S00162251,134,10
S00162252,87,4
S00162253,83,2
S00162254,98,-
S00162255,122,6
S00162256,73,3
S00162257,90,4
S00162258,121,4
S00162259,84,4
S00162260,96,5
S00162261,129,1
S00162262,98,3
S00162263,98,6
S00162264,75,1
S00162265,97,3
S00162266,68,1
S00162267,134,2
S00162268,67,4
S00162269,96,2
S00162270,132,2
S00162271,133,5
S00162272,123,4
S00162273,109,6
S00162274,82,1
S00162275,87,1
S00162276,71,-
S00162277,77,-
S00162278,113,1
S00162279,85,9
S00162280,139,5
S00162281,79,1
S00162282,138,1
S00162283,101,-
S00162284,136,-
S00162285,127,4
S00162286,100,5
S00162287,111,4
S00162288,107,4
S00162289,68,3
S00162290,57,-
S00162291,118,2
S00162292,78,-
S00162293,100,3
S00162294,94,6
S00162295,152,5
S00162296,68,1
S00162297,140,7
S00162298,114,4
S00162299,113,1
S00162300,100,6
S00162301,71,4
S00162302,131,2
S00162303,74,1
S00162304,101,-
S00162305,117,-
S00162306,95,2
S00162307,147,5
S00162308,107,4
S00162309,109,3
S00162310,107,2
S00162311,134,3
S00162312,113,2
S00162313,76,2
S00162314,119,2
S00162315,100,3
S00162316,84,1
S00162317,92,2
S00162318,65,-
S00162319,57,4
S00162320,70,5
S00162321,106,4
S00162322,59,1
S00162323,116,-
S00162324,97,9
S00162325,87,2
S00162326,70,-
S00162327,129,2
S00162328,60,1
S00162329,72,2
S00162330,119,-
S00162331,104,-
S00162332,86,1
S00162333,79,2
S00162334,137,1
S00162335,108,3
S00162336,108,3
S00162337,75,-
S00162338,96,3
S00162339,103,6
S00162340,98,4
S00162341,146,5
S00162342,96,3
S00162343,93,-
S00162344,127,12
S00162345,113,1
S00162346,98,4
S00162347,56,3
S00162348,98,2
S00162349,113,4
S00162350,115,3
S00162351,118,3
S00162352,65,-
S00162353,74,1
S00162354,110,6
S00162355,91,3
S00162356,56,2
S00162357,67,-
S00162358,63,-
S00162359,85,-
S00162360,91,4
S00162361,115,4
S00162362,95,1
S00162363,78,2
S00162364,108,2
S00162365,85,4
S00162366,101,4
S00162367,123,4
S00162368,53,4
S00162369,66,4
S00162370,114,4
S00162371,145,2
S00162372,81,-
S00162373,127,7
S00162374,118,7
S00162375,135,2
S00162376,63,1
S00162377,95,3
S00162378,80,3
S00162379,65,2
S00162380,57,1
S00162381,62,-
S00162382,97,6
S00162383,117,4
S00162384,83,1
S00162385,64,3
S00162386,97,6
S00162387,109,4
S00162388,100,2
S00162389,100,2
S00162390,90,6
S00162391,50,-
S00162392,112,1
S00162393,63,-
S00162394,104,5
S00162395,81,2
S00162396,60,4
S00162397,100,-
S00162398,124,5
S00162399,112,4
S00162400,82,2
S00162401,108,1
S00162402,70,3
S00162403,176,43
S00162404,63,4
S00162405,83,2
S00162406,121,6
S00162407,145,10
S00162408,52,4
S00162409,86,4
S00162410,118,6
S00162411,117,4
S00162412,78,-
S00162413,137,6
S00162414,131,7
S00162415,89,-
S00162416,120,3
S00162417,153,10
S00162418,118,4
S00162419,84,3
S00162420,81,2
S00162421,120,4
S00162422,113,6
S00162423,100,3
S00162424,93,5
S00162425,83,2
S00162426,137,4
S00162427,91,2
S00162428,97,4
S00162429,165,7
S00162430,76,2
S00162431,108,6
S00162432,68,4
S00162433,72,2
S00162434,102,5
S00162435,114,5
S00162436,122,4
S00162437,117,9
S00162438,69,2
S00162439,72,2
S00162440,115,7
S00162441,63,-
S00162442,116,1
S00162443,74,5
S00162444,74,2
S00162445,61,7
S00162446,122,3
S00162447,101,10
S00162448,73,1
S00162449,110,4
S00162450,110,7
S00162451,74,1
S00162452,67,2
S00162453,77,4
S00162454,130,8
S00162455,55,5
S00162456,62,3
S00162457,106,2
S00162458,55,-
S00162459,60,-
S00162460,74,2
S00162461,121,-
S00162462,86,1
S00162463,129,4
S00162464,130,4
S00162465,127,4
S00162466,69,2
S00162467,89,-
S00162468,63,-
S00162469,94,1
S00162470,72,4
S00162471,105,7
S00162472,87,1
S00162473,90,2
S00162474,89,2
S00162475,91,5
S00162476,70,1
S00162477,98,7
S00162478,70,1
S00162479,101,1
S00162480,54,3
S00162481,125,4
S00162482,115,2
S00162483,124,3
S00162484,101,3
S00162485,92,-
S00162486,119,3
S00162487,88,5
S00162488,122,5
S00162489,54,-
S00162490,93,1
S00162491,94,6
S00162492,69,4
S00162493,113,4
S00162494,78,9
S00162495,81,-
S00162496,141,5
S00162497,112,-
S00162498,63,3
S00162499,128,4
S00162500,108,4
S00162501,105,1
S00162502,127,9
S00162503,99,7
S00162504,98,5
S00162505,75,2
S00162506,95,4
S00162507,146,4
S00162508,102,1
S00162509,111,2
S00162510,125,-
S00162511,85,7
S00162512,93,4
S00162513,61,4
S00162514,88,1
S00162515,83,3
S00162516,52,1
S00162517,108,9
S00162518,126,6
S00162519,103,5
S00162520,71,9
S00162521,85,3
S00162522,87,-
S00162523,137,5
S00162524,71,4
S00162525,86,5
S00162526,87,5
S00162527,78,3
S00162528,89,-
S00162529,84,2
S00162530,123,4
S00162531,71,-
S00162532,73,8
S00162533,123,4
S00162534,134,-
S00162535,104,6
S00162536,124,7
S00162537,100,2
S00162538,122,-
S00162539,108,4
S00162540,108,5
S00162541,80,3
S00162542,73,2
S00162543,68,-
S00162544,80,-
S00162545,154,4
S00162546,64,1
S00162547,110,9
S00162548,112,-
S00162549,111,7
S00162550,110,2
S00162551,100,10
S00162552,70,4
S00162553,80,4
S00162554,95,12
S00162555,59,5
S00162556,74,4
S00162557,97,-
S00162558,87,5
S00162559,69,2
S00162560,95,4
S00162561,75,2
S00162562,105,4
S00162563,81,4
S00162564,88,6
S00162565,81,3
S00162566,89,7
S00162567,80,5
S00162568,64,2
S00162569,127,5
S00162570,98,6
S00162571,165,6
S00162572,126,10
S00162573,114,5
S00162574,86,4
S00162575,48,4
S00162576,102,2
S00162577,88,4
S00162578,89,4
S00162579,70,2
S00162580,73,1
S00162581,79,-
S00162582,79,6
S00162583,88,2
S00162584,57,2
S00162585,113,3
S00162586,131,4
S00162587,54,-
S00162588,121,4
S00162589,55,3
S00162590,86,4
S00162591,146,6
S00162592,86,2
S00162593,73,1
S00162594,92,4
S00162595,70,4
S00162596,75,4
S00162597,57,-
S00162598,121,1
S00162599,135,3
S00162600,83,2
S00162601,110,4
S00162602,60,1
S00162603,66,3
S00162604,87,7
S00162605,82,2
S00162606,108,-
S00162607,91,6
S00162608,91,4
S00162609,65,5
S00162610,98,5
S00162611,96,-
S00162612,124,7
S00162613,146,1
S00162614,103,5
S00162615,111,3
S00162616,62,-
S00162617,69,7
S00162618,86,4
S00162619,107,1
S00162620,84,5
S00162621,114,6
S00162622,92,3
S00162623,65,2
S00162624,119,3
S00162625,60,2
S00162626,61,3
S00162627,60,1
S00162628,109,6
S00162629,92,6
S00162630,63,1
S00162631,91,2
S00162632,157,12
S00162633,139,6
S00162634,111,6
S00162635,109,5
S00162636,109,1
S00162637,78,1
S00162638,72,4
S00162639,76,3
S00162640,98,7
S00162641,97,2
S00162642,92,2
S00162643,109,5
S00162644,77,2
S00162645,60,-
S00162646,120,4
S00162647,136,5
S00162648,138,7
S00162649,65,3
S00162650,106,4
S00162651,119,-
S00162652,139,5
S00162653,99,2
S00162654,96,3
S00162655,92,6
S00162656,100,4
S00162657,151,7
S00162658,103,4
S00162659,110,6
S00162660,81,3
S00162661,165,4
S00162662,107,2
S00162663,113,7
S00162664,117,14
S00162665,72,4
S00162666,158,6
S00162667,154,8
S00162668,60,1
S00162669,88,8
S00162670,58,3
S00162671,75,3
S00162672,146,14
S00162673,65,2
S00162674,60,5
S00162675,90,3
S00162676,79,1
S00162677,59,5
S00162678,143,6
S00162679,114,5
S00162680,120,1
S00162681,141,4
S00162682,143,10
S00162683,108,6
S00162684,89,6
S00162685,125,6
S00162686,68,-
S00162687,53,2
S00162688,141,3
S00162689,71,2
S00162690,115,2
S00162691,79,1
S00162692,73,3
S00162693,110,3
S00162694,104,7
S00162695,86,1
S00162696,55,2
S00162697,97,7
S00162698,70,2
S00162699,68,2
S00162700,68,1
S00162701,77,5
S00162702,109,3
S00162703,85,1
S00162704,91,3
S00162705,120,6
S00162706,71,4
S00162707,117,6
S00162708,54,-
S00162709,76,8
S00162710,295,8
S00162711,86,1
S00162712,105,6
S00162713,106,-
S00162714,70,7
S00162715,102,7
S00162716,61,5
S00162717,71,3
S00162718,97,3
S00162719,91,4
S00162720,141,6
S00162721,73,1
S00162722,72,5
S00162723,127,5
S00162724,89,4
S00162725,161,3
S00162726,74,1
S00162727,72,-
S00162728,60,4
S00162729,136,6
S00162730,53,-
S00162731,134,8
S00162732,89,2
S00162733,76,2
S00162734,148,9
S00162735,158,2
S00162736,96,5
S00162737,64,3
S00162738,116,7
S00162739,101,5
S00162740,92,-
S00162741,76,-
S00162742,122,2
S00162743,122,1
S00162744,84,6
S00162745,74,2
S00162746,58,-
S00162747,114,6
S00162748,120,3
S00162749,88,3
S00162750,65,1
S00162751,52,4
S00162752,71,4
S00162753,78,-
S00162754,98,2
S00162755,102,3
S00162756,135,2
S00162757,142,2
S00162758,110,5
S00162759,128,10
S00162760,66,2
S00162761,83,4
S00162762,86,4
S00162763,129,5
S00162764,98,5
S00162765,89,2
S00162766,65,2
S00162767,66,1
S00162768,99,4
S00162769,108,2
S00162770,83,1
S00162771,106,5
S00162772,69,1
S00162773,73,1
S00162774,106,5
S00162775,116,-
S00162776,77,4
S00162777,122,2
S00162778,132,7
S00162779,104,3
S00162780,83,4
S00162781,130,3
S00162782,104,5
S00162783,113,3
S00162784,82,6
S00162785,67,1
S00162786,54,1
S00162787,75,1
S00162788,146,6
S00162789,56,1
S00162790,50,1
S00162791,76,1
S00162792,114,7
S00162793,72,6
S00162794,105,3
S00162795,113,-
S00162796,103,3
S00162797,72,2
S00162798,91,1
S00162799,107,3
S00162800,98,2
S00162801,143,9
S00162802,122,5
S00162803,150,5
S00162804,59,-
S00162805,67,4
S00162806,67,1
S00162807,121,1
S00162808,113,-
S00162809,59,-
S00162810,102,2
S00162811,111,4
S00162812,87,3
S00162813,158,9
S00162814,74,1
S00162815,84,2
S00162816,152,4
S00162817,115,3
S00162818,55,5
S00162819,91,3
S00162820,61,3
S00162821,89,2
S00162822,123,-
S00162823,86,2
S00162824,95,-
S00162825,89,3
S00162826,143,6
S00162827,78,3
S00162828,64,8
S00162829,77,3
S00162830,92,3
S00162831,83,4
S00162832,91,6
S00162833,85,1
S00162834,85,3
S00162835,70,3
S00162836,141,5
S00162837,52,4
S00162838,108,5
S00162839,92,-
S00162840,87,4
S00162841,88,9
S00162842,100,5
S00162843,139,5
S00162844,93,2
S00162845,108,3
S00162846,68,2
S00162847,95,5
S00162848,113,6
S00162849,65,4
S00162850,84,1
S00162851,144,4
S00162852,90,8
S00162853,122,5
S00162854,114,13
S00162855,72,1
S00162856,83,6
S00162857,81,13
S00162858,117,7
S00162859,77,6
S00162860,89,8
S00162861,73,-
S00162862,68,2
S00162863,88,1
S00162864,81,1
S00162865,92,3
S00162866,154,11
S00162867,102,4
S00162868,112,7
S00162869,134,13
S00162870,57,1
S00162871,84,6
S00162872,133,10
S00162873,123,8
S00162874,83,5
S00162875,139,8
S00162876,75,2
S00162877,112,6
S00162878,140,3
S00162879,62,-
S00162880,74,2
S00162881,75,2
S00162882,80,6
S00162883,66,1
S00162884,96,2
S00162885,64,-
S00162886,137,6
S00162887,87,4
S00162888,72,4
S00162889,130,8
S00162890,108,3
S00162891,59,6
S00162892,100,7
S00162893,80,5
S00162894,132,9
S00162895,142,4
S00162896,96,10
S00162897,90,3
S00162898,122,2
S00162899,140,3
S00162900,69,1
S00162901,65,-
S00162902,98,4
S00162903,72,1
S00162904,151,11
S00162905,94,1
S00162906,79,3
S00162907,79,4
S00162908,65,-
S00162909,104,3
S00162910,80,1
S00162911,49,1
S00162912,61,7
S00162913,119,6
S00162914,61,1
S00162915,65,-
S00162916,90,3
S00162917,57,2
S00162918,90,5
S00162919,97,6
S00162920,84,4
S00162921,169,5
S00162922,116,2
S00162923,140,7
S00162924,160,8
S00162925,90,2
S00162926,136,8
S00162927,154,3
S00162928,104,4
S00162929,135,1
S00162930,69,-
S00162931,113,3
S00162932,78,4
S00162933,89,4
S00162934,126,9
S00162935,82,3
S00162936,78,-
S00162937,86,3
S00162938,73,-
S00162939,65,3
S00162940,55,6
S00162941,131,2
S00162942,78,4
S00162943,91,2
S00162944,91,2
S00162945,152,4
S00162946,162,4
S00162947,73,-
S00162948,71,4
S00162949,109,3
S00162950,126,4
S00162951,95,6
S00162952,55,1
S00162953,63,4
S00162954,100,1
S00162955,107,12
S00162956,138,2
S00162957,66,2
S00162958,147,5
S00162959,58,1
S00162960,70,1
S00162961,73,5
S00162962,59,-
S00162963,107,1
S00162964,61,-
S00162965,77,2
S00162966,118,6
S00162967,61,1
S00162968,134,10
S00162969,97,5
S00162970,65,3
S00162971,100,1
S00162972,98,-
S00162973,113,2
S00162974,91,5
S00162975,58,3
S00162976,77,4
S00162977,111,2
S00162978,93,6
S00162979,66,2
S00162980,169,7
S00162981,117,3
S00162982,67,2
S00162983,95,3
S00162984,88,2
S00162985,74,5
S00162986,105,3
S00162987,131,5
S00162988,81,2
S00162989,101,2
S00162990,114,2
S00162991,94,3
S00162992,64,-
S00162993,99,5
S00162994,91,2
S00162995,91,2
S00162996,100,5
S00162997,96,4
S00162998,148,6
S00162999,166,5
S00163000,65,2
S00163001,95,5
S00163002,59,2
S00163003,89,3
S00163004,85,4
S00163005,115,2
S00163006,84,2
S00163007,66,1
S00163008,150,9
S00163009,115,8
S00163010,153,10
S00163011,162,4
S00163012,131,7
S00163013,167,3
S00163014,140,3
S00163015,56,2
S00163016,114,5
S00163017,61,4
S00163018,116,3
S00163019,153,12
S00163020,114,6
S00163021,111,3
S00163022,61,2
S00163023,63,1
S00163024,149,4
S00163025,117,-
S00163026,98,4
S00163027,105,6
S00163028,81,-
S00163029,81,-
S00163030,127,2
S00163031,63,3
S00163032,85,2
S00163033,71,4
S00163034,75,6
S00163035,105,-
S00163036,118,8
S00163037,160,6
S00163038,100,1
S00163039,88,2
S00163040,84,-
S00163041,83,1
S00163042,109,4
S00163043,102,-
S00163044,88,2
S00163045,115,8
S00163046,91,1
S00163047,141,11
S00163048,89,-
S00163049,51,3
S00163050,90,4
S00163051,104,1
S00163052,137,2
S00163053,91,4
S00163054,115,17
S00163055,98,9
S00163056,162,6
S00163057,89,4
S00163058,98,2
S00163059,96,7
S00163060,90,3
S00163061,129,8
S00163062,81,4
S00163063,101,6
S00163064,79,5
S00163065,106,2
S00163066,45,-
S00163067,92,7
S00163068,101,3
S00163069,92,2
S00163070,68,4
S00163071,84,5
S00163072,87,2
S00163073,78,7
S00163074,91,10
S00163075,126,14
S00163076,61,1
S00163077,60,3
S00163078,69,-
S00163079,108,5
S00163080,65,-
S00163081,85,3
S00163082,70,6
S00163083,135,15
S00163084,102,1
S00163085,140,5
S00163086,83,1
S00163087,117,6
S00163088,80,5
S00163089,88,2
S00163090,60,-
S00163091,87,4
S00163092,143,4
S00163093,117,2
S00163094,55,-
S00163095,83,4
S00163096,133,4
S00163097,97,4
S00163098,108,5
S00163099,77,-
S00163100,156,7
S00163101,122,3
S00163102,152,1
S00163103,157,8
S00163104,58,3
S00163105,100,5
S00163106,61,-
S00163107,76,1
S00163108,155,10
S00163109,73,1
S00163110,100,2
S00163111,91,6
S00163112,123,10
S00163113,127,6
S00163114,56,1
S00163115,112,1
S00163116,102,4
S00163117,57,-
S00163118,107,8
S00163119,86,1
S00163120,120,7
S00163121,75,-
S00163122,68,1
S00163123,108,6
S00163124,117,3
S00163125,98,3
S00163126,74,1
S00163127,104,3
S00163128,75,1
S00163129,114,1
S00163130,98,3
S00163131,68,2
S00163132,121,6
S00163133,96,3
S00163134,91,4
S00163135,56,2
S00163136,78,3
S00163137,111,2
S00163138,108,1
S00163139,94,1
S00163140,96,1
S00163141,117,2
S00163142,78,4
S00163143,69,2
S00163144,62,-
S00163145,61,6
S00163146,166,10
S00163147,110,5
S00163148,121,2
S00163149,103,1
S00163150,112,4
S00163151,54,-
S00163152,110,8
S00163153,130,8
S00163154,125,7
S00163155,62,-
S00163156,68,5
S00163157,105,4
S00163158,97,5
S00163159,114,4
S00163160,106,1
S00163161,133,6
S00163162,96,10
S00163163,55,1
S00163164,141,2
S00163165,76,8
S00163166,78,-
S00163167,68,-
S00163168,97,2
S00163169,61,1
S00163170,72,4
S00163171,133,4
S00163172,71,6
S00163173,132,4
S00163174,66,5
S00163175,105,3
S00163176,74,5
S00163177,186,1
S00163178,83,3
S00163179,100,9
S00163180,86,1
S00163181,112,4
S00163182,102,4
S00163183,135,2
S00163184,124,4
S00163185,113,4
S00163186,70,5
S00163187,117,6
S00163188,104,8
S00163189,65,1
S00163190,80,5
S00163191,104,5
S00163192,57,4
S00163193,79,2
S00163194,102,2
S00163195,63,2
S00163196,113,5
S00163197,81,-
S00163198,112,2
S00163199,85,3
S00163200,57,2
S00163201,98,3
S00163202,99,5
S00163203,64,7
S00163204,90,8
S00163205,99,2
S00163206,135,6
S00163207,103,7
S00163208,90,5
S00163209,107,5
S00163210,64,2
S00163211,56,3
S00163212,111,2
S00163213,94,6
S00163214,114,4
S00163215,89,5
S00163216,83,-
S00163217,71,3
S00163218,75,6
S00163219,110,3
S00163220,731,494
S00163221,70,3
S00163222,113,-
S00163223,72,1
S00163224,84,1
S00163225,129,3
S00163226,82,3
S00163227,66,3
S00163228,116,6
S00163229,85,4
S00163230,73,5
S00163231,104,3
S00163232,107,6
S00163233,93,3
S00163234,85,3
S00163235,114,7
S00163236,58,-
S00163237,84,5
S00163238,89,6
S00163239,76,8
S00163240,65,4
S00163241,67,3
S00163242,94,2
S00163243,93,4
S00163244,130,11
S00163245,75,8
S00163246,83,4
S00163247,71,5
S00163248,95,5
S00163249,94,8
S00163250,77,4
S00163251,71,6
S00163252,69,6
S00163253,64,-
S00163254,69,3
S00163255,72,-
S00163256,81,1
S00163257,105,4
S00163258,88,6
S00163259,70,3
S00163260,225,5
S00163261,63,3
S00163262,88,4
S00163263,99,2
S00163264,61,-
S00163265,74,7
S00163266,108,6
S00163267,100,6
S00163268,76,5
S00163269,54,-
S00163270,99,12
S00163271,114,8
S00163272,89,6
S00163273,83,8
S00163274,136,10
S00163275,108,3
S00163276,61,-
S00163277,63,-
S00163278,154,5
S00163279,128,19
S00163280,83,10
S00163281,71,2
S00163282,102,7
S00163283,72,3
S00163284,120,2
S00163285,82,4
S00163286,77,5
S00163287,82,5
S00163288,110,7
S00163289,65,2
S00163290,108,5
S00163291,93,5
S00163292,123,2
S00163293,121,8
S00163294,93,5
S00163295,64,3
S00163296,90,3
S00163297,70,1
S00163298,78,3
S00163299,76,3
S00163300,57,1
S00163301,85,8
S00163302,87,4
S00163303,102,6
S00163304,61,3
S00163305,121,4
S00163306,70,5
S00163307,104,4
S00163308,78,4
S00163309,88,6
S00163310,111,3
S00163311,120,8
S00163312,106,3
S00163313,79,1
S00163314,178,3
S00163315,125,4
S00163316,116,9
S00163317,159,5
S00163318,69,4
S00163319,101,4
S00163320,108,12
S00163321,119,8
S00163322,98,7
S00163323,122,6
S00163324,125,4
S00163325,69,2
S00163326,82,-
S00163327,114,11
S00163328,101,5
S00163329,58,2
S00163330,141,4
S00163331,112,2
S00163332,86,6
S00163333,62,4
S00163334,45,1
S00163335,87,4
S00163336,77,1
S00163337,125,9
S00163338,73,6
S00163339,149,3
S00163340,129,3
S00163341,65,3
S00163342,70,4
S00163343,117,7
S00163344,85,4
S00163345,113,-
S00163346,98,1
S00163347,104,7
S00163348,155,7
S00163349,77,3
S00163350,84,5
S00163351,61,2
S00163352,76,1
S00163353,91,1
S00163354,75,6
S00163355,64,5
S00163356,76,1
S00163357,84,4
S00163358,84,7
S00163359,103,1
S00163360,89,2
S00163361,65,3
S00163362,64,4
S00163363,161,7
S00163364,116,-
S00163365,125,6
S00163366,99,8
S00163367,102,1
S00163368,86,2
S00163369,179,6
S00163370,122,8
S00163371,110,5
S00163372,117,3
S00163373,80,3
S00163374,80,1
S00163375,117,6
S00163376,73,4
S00163377,69,2
S00163378,45,-
S00163379,80,3
S00163380,128,8
S00163381,95,4
S00163382,78,1
S00163383,95,3
S00163384,111,11
S00163385,77,3
S00163386,74,5
S00163387,68,4
S00163388,102,8
S00163389,72,3
S00163390,120,1
S00163391,76,3
S00163392,148,5
S00163393,82,5
S00163394,108,9
S00163395,116,4
S00163396,113,3
S00163397,132,15
S00163398,80,4
S00163399,86,5
S00163400,132,6
S00163401,81,1
S00163402,89,2
S00163403,83,3
S00163404,101,3
S00163405,77,5
S00163406,65,4
S00163407,146,14
S00163408,117,13
S00163409,109,2
S00163410,77,6
S00163411,142,3
S00163412,104,5
S00163413,103,4
S00163414,93,3
S00163415,127,10
S00163416,62,3
S00163417,103,-
S00163418,131,3
S00163419,79,3
S00163420,113,5
S00163421,61,1
S00163422,73,3
S00163423,81,8
S00163424,131,11
S00163425,79,-
S00163426,76,-
S00163427,137,4
S00163428,104,4
S00163429,116,-
S00163430,61,1
S00163431,72,6
S00163432,79,-
S00163433,96,-
S00163434,110,6
S00163435,128,4
S00163436,77,2
S00163437,73,4
S00163438,126,8
S00163439,63,1
S00163440,112,7
S00163441,99,1
S00163442,129,9
S00163443,54,3
S00163444,89,3
S00163445,85,5
S00163446,118,6
S00163447,65,4
S00163448,121,11
S00163449,70,1
S00163450,73,6
S00163451,88,3
S00163452,108,8
S00163453,58,2
S00163454,54,1
S00163455,82,4
S00163456,54,4
S00163457,120,18
S00163458,74,2
S00163459,63,4
S00163460,71,-
S00163461,65,2
S00163462,80,1
S00163463,86,5
S00163464,69,1
S00163465,74,3
S00163466,105,2
S00163467,55,1
S00163468,92,5
S00163469,95,-
S00163470,143,7
S00163471,71,4
S00163472,89,8
S00163473,91,-
S00163474,67,-
S00163475,70,6
S00163476,94,2
S00163477,85,3
S00163478,107,3
S00163479,116,4
S00163480,93,6
S00163481,61,5
S00163482,100,4
S00163483,104,2
S00163484,98,-
S00163485,66,6
S00163486,93,2
S00163487,83,2
S00163488,82,1
S00163489,77,3
S00163490,117,6
S00163491,125,3
S00163492,101,2
S00163493,80,-
S00163494,61,2
S00163495,65,5
S00163496,100,1
S00163497,88,3
S00163498,67,3
S00163499,71,1
S00163500,68,1
S00163501,92,5
S00163502,120,5
S00163503,96,7
S00163504,92,4
S00163505,65,5
S00163506,73,4
S00163507,94,6
S00163508,99,4
S00163509,113,-
S00163510,104,1
S00163511,88,7
S00163512,88,4
S00163513,123,14
S00163514,64,3
S00163515,87,4
S00163516,60,2
S00163517,134,8
S00163518,74,1
S00163519,104,5
S00163520,70,5
S00163521,108,2
S00163522,100,3
S00163523,74,5
S00163524,82,4
S00163525,88,5
S00163526,131,6
S00163527,131,5
S00163528,111,4
S00163529,119,2
S00163530,65,4
S00163531,131,6
S00163532,123,5
S00163533,83,2
S00163534,66,3
S00163535,67,2
S00163536,116,1
S00163537,108,3
S00163538,75,3
S00163539,111,5
S00163540,59,6
S00163541,60,3
S00163542,73,5
S00163543,53,5
S00163544,105,4
S00163545,74,2
S00163546,108,8
S00163547,62,3
S00163548,134,3
S00163549,142,10
S00163550,112,9
S00163551,141,9
S00163552,71,6
S00163553,77,6
S00163554,64,2
S00163555,84,1
S00163556,78,7
S00163557,107,6
S00163558,73,4
S00163559,63,6
S00163560,80,5
S00163561,110,7
S00163562,57,3
S00163563,68,3
S00163564,59,2
S00163565,108,1
S00163566,80,2
S00163567,64,1
S00163568,130,9
S00163569,77,-
S00163570,103,8
S00163571,62,3
S00163572,128,6
S00163573,67,9
S00163574,80,4
S00163575,141,2
S00163576,61,1
S00163577,111,3
S00163578,101,5
S00163579,107,4
S00163580,77,4
S00163581,145,1
S00163582,77,3
S00163583,124,8
S00163584,117,4
S00163585,86,3
S00163586,87,5
S00163587,136,8
S00163588,85,7
S00163589,60,4
S00163590,109,12
S00163591,61,3
S00163592,91,7
S00163593,84,2
S00163594,67,5
S00163595,78,4
S00163596,71,3
S00163597,97,6
S00163598,100,6
S00163599,85,-
S00163600,77,5
S00163601,130,6
S00163602,83,-
S00163603,85,5
S00163604,87,1
S00163605,119,6
S00163606,97,4
S00163607,88,4
S00163608,57,4
S00163609,55,7
S00163610,115,3
S00163611,117,7
S00163612,83,-
S00163613,92,3
S00163614,147,3
S00163615,58,6
S00163616,71,4
S00163617,66,3
S00163618,84,3
S00163619,73,3
S00163620,119,11
S00163621,83,2
S00163622,134,7
S00163623,81,7
S00163624,79,6
S00163625,121,7
S00163626,129,3
S00163627,63,1
S00163628,95,6
S00163629,70,-
S00163630,114,4
S00163631,108,4
S00163632,136,9
S00163633,76,3
S00163634,111,5
S00163635,106,3
S00163636,137,9
S00163637,69,2
S00163638,103,7
S00163639,103,1
S00163640,91,5
S00163641,85,1
S00163642,100,3
S00163643,100,5
S00163644,76,1
S00163645,126,8
S00163646,77,5
S00163647,82,4
S00163648,146,2
S00163649,147,16
S00163650,97,5
S00163651,102,11
S00163652,66,9
S00163653,131,5
S00163654,128,6
S00163655,103,2
S00163656,63,3
S00163657,147,3
S00163658,94,5
S00163659,63,10
S00163660,70,5
S00163661,78,3
S00163662,70,4
S00163663,144,15
S00163664,141,8
S00163665,166,5
S00163666,122,3
S00163667,85,3
S00163668,98,9
S00163669,138,7
S00163670,153,9
S00163671,122,8
S00163672,56,2
S00163673,152,7
S00163674,125,13
S00163675,137,9
S00163676,124,12
S00163677,55,4
S00163678,141,5
S00163679,67,3
S00163680,80,2
S00163681,42,-
S00163682,103,3
S00163683,80,2
S00163684,100,3
S00163685,119,11
S00163686,87,4
S00163687,97,2
S00163688,85,3
S00163689,98,1
S00163690,92,1
S00163691,92,6
S00163692,157,6
S00163693,110,3
S00163694,64,-
S00163695,110,1
S00163696,145,4
S00163697,71,3
S00163698,89,1
S00163699,83,1
S00163700,93,-
S00163701,131,5
S00163702,160,9
S00163703,115,4
S00163704,143,7
S00163705,113,6
S00163706,160,13
S00163707,68,1
S00163708,113,12
S00163709,140,3
S00163710,103,2
S00163711,73,2
S00163712,57,-
S00163713,109,-
S00163714,66,3
S00163715,126,14
S00163716,91,2
S00163717,62,4
S00163718,110,25
S00163719,143,6
S00163720,90,7
S00163721,86,1
S00163722,119,1
S00163723,143,8
S00163724,90,6
S00163725,110,7
S00163726,62,3
S00163727,48,-
S00163728,63,2
S00163729,152,7
S00163730,132,1
S00163731,74,2
S00163732,120,6
S00163733,124,3
S00163734,150,6
S00163735,131,7
S00163736,121,1
S00163737,89,3
S00163738,83,4
S00163739,112,2
S00163740,113,4
S00163741,90,3
S00163742,83,2
S00163743,105,1
S00163744,135,6
S00163745,144,6
S00163746,56,4
S00163747,81,2
S00163748,62,-
S00163749,79,5
S00163750,89,4
