OutputArea,TotalPopOver16,StudentPop
S00176835,64,2
S00176836,75,5
S00176837,66,5
S00176838,81,2
S00176839,63,2
S00176840,68,4
S00176841,89,5
S00176842,58,1
S00176843,110,6
S00176844,111,6
S00176845,51,4
S00176846,98,4
S00176847,129,4
S00176848,83,11
S00176849,135,5
S00176850,119,9
S00176851,63,2
S00176852,75,2
S00176853,107,4
S00176854,96,9
S00176855,64,3
S00176856,70,3
S00176857,186,11
S00176858,48,2
S00176859,90,4
S00176860,60,2
S00176861,68,4
S00176862,102,5
S00176863,99,2
S00176864,108,8
S00176865,123,7
S00176866,82,4
S00176867,96,3
S00176868,69,9
S00176869,58,7
S00176870,97,5
S00176871,103,6
S00176872,130,7
S00176873,74,7
S00176874,105,4
S00176875,162,14
S00176876,108,8
S00176877,110,3
S00176878,78,7
S00176879,147,11
S00176880,154,17
S00176881,95,6
S00176882,56,2
S00176883,81,3
S00176884,167,16
S00176885,63,4
S00176886,66,4
S00176887,86,3
S00176888,104,4
S00176889,131,10
S00176890,98,14
S00176891,103,5
S00176892,75,3
S00176893,101,4
S00176894,102,3
S00176895,90,5
S00176896,68,10
S00176897,136,14
S00176898,189,26
S00176899,82,8
S00176900,88,6
S00176901,150,12
S00176902,153,14
S00176903,120,8
S00176904,98,9
S00176905,104,13
S00176906,69,9
S00176907,102,8
S00176908,89,2
S00176909,73,4
S00176910,61,6
S00176911,133,9
S00176912,108,3
S00176913,112,11
S00176914,135,9
S00176915,122,15
S00176916,86,3
S00176917,119,9
S00176918,132,14
S00176919,111,5
S00176920,122,5
S00176921,87,10
S00176922,66,7
S00176923,83,1
S00176924,81,7
S00176925,62,3
S00176926,78,4
S00176927,135,11
S00176928,107,7
S00176929,100,8
S00176930,67,-
S00176931,103,2
S00176932,127,18
S00176933,68,3
S00176934,177,21
S00176935,111,3
S00176936,126,14
S00176937,56,5
S00176938,77,1
S00176939,115,2
S00176940,63,6
S00176941,59,2
S00176942,89,6
S00176943,68,9
S00176944,118,5
S00176945,127,4
S00176946,71,6
S00176947,131,11
S00176948,102,8
S00176949,100,7
S00176950,121,4
S00176951,131,14
S00176952,91,11
S00176953,83,6
S00176954,104,5
S00176955,106,10
S00176956,155,10
S00176957,103,5
S00176958,55,4
S00176959,65,5
S00176960,82,1
S00176961,105,-
S00176962,83,9
S00176963,72,7
S00176964,123,12
S00176965,161,21
S00176966,75,4
S00176967,84,6
S00176968,99,10
S00176969,71,1
S00176970,79,3
S00176971,62,3
S00176972,57,8
S00176973,139,4
S00176974,113,9
S00176975,66,4
S00176976,89,1
S00176977,88,3
S00176978,75,4
S00176979,85,9
S00176980,82,4
S00176981,94,4
S00176982,104,2
S00176983,74,4
S00176984,84,12
S00176985,65,2
S00176986,87,10
S00176987,111,11
S00176988,104,9
S00176989,104,9
S00176990,99,7
S00176991,124,7
S00176992,77,4
S00176993,66,7
S00176994,96,4
S00176995,100,5
S00176996,93,2
S00176997,100,10
S00176998,154,16
S00176999,75,2
S00177000,53,2
S00177001,96,10
S00177002,91,2
S00177003,168,12
S00177004,172,17
S00177005,50,1
S00177006,87,4
S00177007,82,9
S00177008,71,14
S00177009,69,7
S00177010,95,4
S00177011,70,6
S00177012,102,7
S00177013,112,9
S00177014,99,11
S00177015,119,9
S00177016,88,6
S00177017,74,7
S00177018,163,21
S00177019,58,2
S00177020,93,5
S00177021,105,7
S00177022,113,10
S00177023,89,5
S00177024,77,2
S00177025,86,6
S00177026,85,3
S00177027,105,2
S00177028,83,6
S00177029,84,3
S00177030,83,6
S00177031,131,8
S00177032,108,8
S00177033,82,5
S00177034,76,4
S00177035,107,13
S00177036,83,4
S00177037,68,4
S00177038,145,11
S00177039,81,6
S00177040,100,7
S00177041,72,12
S00177042,67,5
S00177043,114,4
S00177044,122,5
S00177045,58,1
S00177046,79,-
S00177047,130,10
S00177048,130,7
S00177049,79,-
S00177050,92,5
S00177051,84,7
S00177052,74,2
S00177053,140,4
S00177054,87,2
S00177055,128,12
S00177056,83,5
S00177057,92,10
S00177058,90,10
S00177059,108,11
S00177060,157,8
S00177061,82,2
S00177062,56,-
S00177063,111,8
S00177064,81,2
S00177065,64,16
S00177066,121,24
S00177067,71,2
S00177068,134,7
S00177069,101,11
S00177070,109,6
S00177071,72,9
S00177072,152,17
S00177073,78,6
S00177074,104,6
S00177075,95,10
S00177076,102,9
S00177077,153,12
S00177078,127,8
S00177079,91,11
S00177080,60,1
S00177081,89,7
S00177082,143,13
S00177083,89,4
S00177084,72,4
S00177085,73,6
S00177086,49,7
S00177087,203,23
S00177088,67,3
S00177089,108,-
S00177090,98,5
S00177091,88,-
S00177092,123,14
S00177093,96,-
S00177094,57,4
S00177095,66,3
S00177096,67,1
S00177097,75,8
S00177098,124,6
S00177099,69,5
S00177100,100,4
S00177101,150,6
S00177102,83,8
S00177103,109,2
S00177104,163,16
S00177105,66,5
S00177106,103,8
S00177107,89,9
S00177108,61,1
S00177109,139,9
S00177110,122,5
S00177111,167,10
S00177112,114,4
S00177113,89,6
S00177114,135,11
S00177115,96,11
S00177116,81,8
S00177117,82,6
S00177118,105,9
S00177119,90,5
S00177120,63,7
S00177121,84,11
S00177122,118,3
S00177123,108,13
S00177124,106,6
S00177125,61,9
S00177126,73,1
S00177127,120,4
S00177128,107,10
S00177129,77,6
S00177130,107,5
S00177131,128,8
S00177132,146,6
S00177133,172,16
S00177134,126,12
S00177135,129,6
S00177136,111,2
S00177137,89,7
S00177138,105,11
S00177139,112,7
S00177140,79,2
S00177141,72,3
S00177142,97,3
S00177143,60,5
S00177144,61,1
S00177145,68,3
S00177146,88,2
S00177147,113,9
S00177148,106,-
S00177149,54,-
S00177150,85,4
S00177151,64,8
S00177152,119,6
S00177153,104,5
S00177154,133,15
S00177155,110,10
S00177156,63,6
S00177157,83,6
S00177158,77,12
S00177159,108,7
S00177160,61,2
S00177161,85,8
S00177162,65,7
S00177163,175,17
S00177164,136,12
S00177165,89,1
S00177166,100,1
S00177167,81,6
S00177168,110,11
S00177169,64,5
S00177170,101,9
S00177171,88,4
S00177172,67,2
S00177173,106,8
S00177174,117,8
S00177175,96,11
S00177176,74,4
S00177177,64,4
S00177178,88,4
S00177179,130,10
S00177180,95,2
S00177181,108,6
S00177182,80,2
S00177183,110,3
S00177184,80,5
S00177185,122,7
S00177186,85,3
S00177187,83,2
S00177188,76,8
S00177189,97,7
S00177190,122,9
S00177191,53,2
S00177192,97,4
S00177193,81,4
S00177194,129,1
S00177195,64,2
S00177196,99,4
S00177197,98,6
S00177198,101,6
S00177199,80,2
S00177200,88,4
S00177201,147,4
S00177202,85,6
S00177203,114,6
S00177204,110,5
S00177205,64,9
S00177206,112,9
S00177207,132,10
S00177208,66,3
S00177209,100,5
S00177210,135,2
S00177211,116,10
S00177212,109,6
S00177213,109,10
S00177214,91,5
S00177215,99,3
S00177216,157,15
S00177217,136,8
S00177218,84,10
S00177219,59,1
S00177220,58,-
S00177221,174,22
S00177222,130,13
S00177223,68,-
S00177224,127,7
S00177225,101,6
S00177226,93,7
S00177227,122,3
S00177228,55,2
S00177229,84,-
S00177230,63,4
S00177231,71,2
S00177232,51,2
S00177233,60,2
S00177234,91,7
S00177235,98,2
S00177236,85,13
S00177237,115,6
S00177238,105,12
S00177239,98,5
S00177240,144,18
S00177241,110,5
S00177242,120,3
S00177243,89,8
S00177244,98,3
S00177245,64,-
S00177246,108,12
S00177247,132,5
S00177248,103,9
S00177249,102,7
S00177250,117,9
S00177251,105,10
S00177252,62,2
S00177253,89,8
S00177254,95,10
S00177255,113,10
S00177256,128,22
S00177257,154,9
S00177258,104,8
S00177259,146,9
S00177260,71,1
S00177261,146,7
S00177262,85,7
S00177263,96,8
S00177264,127,7
S00177265,146,13
S00177266,152,20
S00177267,158,11
S00177268,87,-
S00177269,83,3
S00177270,128,10
S00177271,70,1
S00177272,100,11
S00177273,104,-
S00177274,99,-
S00177275,58,5
S00177276,129,6
S00177277,74,4
S00177278,97,5
S00177279,90,20
S00177280,122,7
S00177281,152,3
S00177282,56,3
S00177283,55,4
S00177284,131,12
S00177285,75,25
S00177286,96,2
S00177287,86,7
S00177288,143,18
S00177289,126,11
S00177290,59,5
S00177291,91,2
S00177292,81,2
S00177293,66,1
S00177294,128,7
S00177295,112,6
S00177296,78,4
S00177297,85,3
S00177298,67,2
S00177299,75,8
S00177300,115,4
S00177301,83,11
S00177302,101,5
S00177303,114,10
S00177304,83,6
S00177305,101,7
S00177306,62,6
S00177307,76,10
S00177308,146,13
S00177309,147,8
S00177310,173,20
S00177311,91,5
S00177312,67,8
S00177313,77,2
S00177314,112,13
S00177315,101,6
S00177316,66,-
S00177317,58,2
S00177318,133,10
S00177319,89,5
S00177320,71,5
S00177321,76,3
S00177322,56,2
S00177323,116,7
S00177324,85,7
S00177325,135,12
S00177326,170,14
S00177327,85,-
S00177328,94,6
S00177329,87,3
S00177330,71,4
S00177331,73,3
S00177332,58,5
S00177333,99,-
S00177334,54,6
S00177335,98,12
S00177336,99,-
S00177337,150,20
S00177338,134,9
S00177339,88,3
S00177340,90,6
S00177341,74,4
S00177342,98,5
S00177343,62,2
S00177344,92,2
S00177345,113,6
S00177346,65,-
S00177347,63,4
S00177348,131,6
S00177349,100,2
S00177350,111,3
S00177351,105,8
S00177352,59,5
S00177353,109,5
S00177354,128,15
S00177355,124,4
S00177356,113,3
S00177357,93,8
S00177358,151,16
S00177359,115,14
S00177360,79,8
S00177361,127,9
S00177362,130,18
S00177363,144,8
S00177364,91,9
S00177365,72,5
S00177366,64,2
S00177367,100,4
S00177368,97,6
S00177369,66,3
S00177370,126,10
S00177371,137,6
S00177372,59,3
S00177373,101,8
S00177374,69,1
S00177375,56,1
S00177376,172,3
S00177377,101,4
S00177378,83,8
S00177379,87,14
S00177380,121,6
S00177381,89,7
S00177382,73,-
S00177383,153,11
S00177384,131,19
S00177385,123,8
S00177386,106,4
S00177387,144,10
S00177388,58,5
S00177389,112,6
S00177390,110,5
S00177391,93,4
S00177392,115,9
S00177393,96,6
S00177394,86,5
S00177395,152,11
S00177396,69,5
S00177397,68,3
S00177398,88,4
S00177399,99,3
S00177400,72,2
S00177401,70,2
S00177402,70,9
S00177403,66,2
S00177404,58,3
S00177405,61,4
S00177406,85,-
S00177407,63,4
S00177408,95,3
S00177409,122,7
S00177410,102,4
S00177411,162,12
S00177412,150,10
S00177413,66,4
S00177414,73,4
S00177415,103,5
S00177416,89,4
S00177417,58,3
S00177418,195,18
S00177419,73,5
S00177420,132,11
S00177421,77,1
S00177422,131,3
S00177423,165,13
S00177424,121,4
S00177425,90,4
S00177426,74,2
S00177427,140,13
S00177428,69,-
S00177429,83,4
S00177430,78,4
S00177431,99,6
S00177432,91,9
S00177433,70,-
S00177434,118,8
S00177435,85,7
S00177436,113,7
S00177437,97,10
S00177438,155,4
S00177439,86,6
S00177440,89,7
S00177441,73,4
S00177442,71,2
S00177443,89,5
S00177444,69,1
S00177445,124,9
S00177446,98,7
S00177447,81,9
S00177448,65,3
S00177449,57,1
S00177450,72,3
S00177451,153,7
S00177452,92,5
S00177453,154,10
S00177454,117,4
S00177455,96,2
S00177456,72,1
S00177457,73,4
S00177458,104,6
S00177459,112,6
S00177460,130,11
S00177461,102,8
S00177462,105,7
S00177463,88,14
S00177464,95,7
S00177465,60,3
S00177466,85,5
S00177467,100,3
S00177468,126,11
S00177469,165,12
S00177470,78,4
S00177471,80,2
S00177472,116,3
S00177473,121,11
S00177474,145,5
S00177475,61,1
S00177476,90,7
S00177477,73,12
S00177478,55,3
S00177479,102,12
S00177480,100,6
S00177481,84,10
S00177482,88,3
S00177483,87,10
S00177484,56,2
S00177485,106,2
S00177486,99,2
S00177487,73,4
S00177488,96,4
S00177489,98,14
S00177490,99,1
S00177491,115,4
S00177492,78,2
S00177493,85,4
S00177494,126,12
S00177495,98,7
S00177496,52,1
S00177497,102,1
S00177498,76,4
S00177499,93,13
S00177500,50,1
S00177501,93,8
S00177502,98,1
S00177503,86,8
S00177504,94,6
S00177505,122,9
S00177506,110,1
S00177507,77,7
S00177508,90,14
S00177509,76,3
S00177510,72,1
S00177511,141,10
S00177512,132,9
S00177513,58,2
S00177514,106,8
S00177515,83,10
S00177516,60,4
S00177517,71,3
S00177518,64,7
S00177519,122,10
S00177520,86,5
S00177521,108,10
S00177522,105,5
S00177523,101,-
S00177524,74,7
S00177525,58,2
S00177526,76,4
S00177527,74,-
S00177528,86,4
S00177529,65,7
S00177530,124,10
S00177531,78,3
S00177532,99,10
S00177533,84,4
S00177534,93,16
S00177535,99,5
S00177536,143,14
S00177537,110,5
S00177538,131,10
S00177539,78,4
S00177540,157,13
S00177541,73,5
S00177542,60,6
S00177543,109,11
S00177544,76,10
S00177545,109,18
S00177546,73,5
S00177547,139,14
S00177548,101,9
S00177549,86,5
S00177550,97,6
S00177551,129,7
S00177552,68,2
S00177553,176,29
S00177554,190,8
S00177555,142,6
S00177556,101,7
S00177557,133,9
S00177558,75,4
S00177559,94,7
S00177560,51,2
S00177561,65,6
S00177562,109,6
S00177563,94,10
S00177564,76,2
S00177565,82,9
S00177566,80,1
S00177567,91,8
S00177568,133,12
S00177569,127,1
S00177570,107,22
S00177571,137,2
S00177572,117,10
S00177573,101,5
S00177574,105,6
S00177575,97,14
S00177576,82,-
S00177577,47,3
S00177578,96,8
S00177579,146,26
S00177580,173,19
S00177581,88,7
S00177582,69,4
S00177583,62,2
S00177584,118,9
S00177585,131,9
S00177586,50,4
S00177587,115,7
S00177588,88,2
S00177589,97,8
S00177590,77,4
S00177591,116,4
S00177592,92,4
S00177593,126,7
S00177594,97,4
S00177595,92,-
S00177596,58,4
S00177597,100,7
S00177598,119,4
S00177599,104,5
S00177600,94,9
S00177601,88,5
S00177602,88,7
S00177603,94,5
S00177604,124,10
S00177605,119,8
S00177606,93,5
S00177607,122,7
S00177608,99,5
S00177609,110,11
S00177610,92,12
S00177611,89,3
S00177612,75,2
S00177613,100,8
S00177614,96,3
S00177615,82,8
S00177616,65,3
S00177617,104,9
S00177618,49,2
S00177619,77,3
S00177620,122,8
S00177621,80,10
S00177622,83,3
S00177623,105,16
S00177624,100,5
S00177625,75,6
S00177626,63,-
S00177627,63,3
S00177628,99,5
S00177629,89,5
S00177630,55,2
S00177631,165,20
S00177632,100,2
S00177633,108,5
S00177634,82,5
S00177635,64,3
S00177636,101,5
S00177637,107,8
S00177638,99,9
S00177639,98,1
S00177640,110,5
S00177641,108,9
S00177642,105,6
S00177643,124,7
S00177644,123,23
S00177645,69,5
S00177646,86,8
S00177647,59,2
S00177648,73,7
S00177649,69,12
S00177650,138,7
S00177651,80,2
S00177652,72,4
S00177653,93,5
S00177654,104,3
S00177655,79,4
S00177656,106,8
S00177657,141,11
S00177658,139,12
S00177659,109,15
S00177660,81,-
S00177661,87,12
S00177662,76,2
S00177663,117,9
S00177664,113,9
S00177665,90,6
S00177666,151,17
S00177667,184,12
S00177668,105,5
S00177669,80,8
S00177670,124,11
S00177671,58,4
S00177672,100,8
S00177673,108,1
S00177674,82,3
S00177675,81,5
S00177676,70,2
S00177677,73,8
S00177678,71,4
S00177679,91,7
S00177680,96,8
S00177681,88,5
S00177682,131,10
S00177683,81,6
S00177684,90,6
S00177685,82,2
S00177686,59,3
S00177687,139,6
S00177688,117,5
S00177689,71,3
S00177690,55,2
S00177691,84,2
S00177692,132,14
S00177693,94,5
S00177694,79,5
S00177695,139,9
S00177696,110,11
S00177697,118,5
S00177698,145,4
S00177699,129,12
S00177700,141,14
S00177701,102,17
S00177702,103,6
S00177703,98,14
S00177704,141,12
S00177705,108,4
S00177706,130,16
S00177707,123,11
S00177708,89,6
S00177709,98,6
S00177710,140,10
S00177711,61,6
S00177712,124,3
S00177713,103,8
S00177714,98,5
S00177715,130,7
S00177716,78,10
S00177717,111,10
S00177718,123,3
S00177719,91,4
S00177720,115,10
S00177721,64,3
S00177722,93,10
S00177723,153,5
S00177724,120,8
S00177725,73,9
S00177726,73,4
S00177727,122,10
S00177728,71,7
S00177729,91,9
S00177730,141,2
S00177731,63,5
S00177732,99,11
S00177733,119,17
S00177734,113,8
S00177735,176,22
S00177736,62,3
S00177737,77,10
S00177738,105,7
S00177739,132,15
S00177740,137,7
S00177741,111,11
S00177742,135,16
S00177743,112,5
S00177744,74,4
S00177745,118,10
S00177746,116,5
S00177747,113,9
S00177748,103,6
S00177749,121,4
S00177750,55,2
S00177751,99,8
S00177752,90,6
S00177753,108,7
S00177754,100,5
S00177755,97,12
S00177756,96,4
S00177757,128,9
S00177758,62,7
S00177759,121,21
S00177760,64,2
S00177761,95,5
S00177762,90,4
S00177763,60,3
S00177764,121,1
S00177765,70,4
S00177766,74,1
S00177767,87,6
S00177768,95,1
S00177769,121,14
S00177770,110,14
S00177771,129,7
S00177772,113,9
S00177773,96,5
S00177774,129,22
S00177775,147,6
S00177776,110,11
S00177777,102,5
S00177778,151,8
S00177779,165,12
S00177780,106,13
S00177781,89,7
S00177782,50,1
S00177783,136,10
S00177784,198,8
S00177785,164,19
S00177786,105,13
S00177787,96,7
S00177788,53,5
S00177789,54,4
S00177790,177,21
S00177791,74,3
S00177792,122,4
S00177793,67,2
S00177794,125,16
S00177795,89,12
S00177796,118,11
S00177797,82,10
S00177798,150,14
S00177799,73,5
S00177800,97,10
S00177801,117,1
S00177802,168,16
S00177803,115,10
S00177804,93,3
S00177805,108,9
S00177806,157,7
S00177807,111,3
S00177808,103,5
S00177809,57,3
S00177810,88,4
S00177811,154,22
S00177812,79,2
S00177813,67,7
S00177814,114,15
S00177815,63,-
S00177816,107,5
S00177817,84,1
S00177818,83,9
S00177819,73,1
S00177820,75,4
S00177821,83,8
S00177822,132,4
S00177823,142,8
S00177824,73,1
S00177825,81,7
S00177826,127,3
S00177827,77,2
S00177828,83,3
S00177829,77,3
S00177830,117,3
S00177831,83,4
S00177832,78,5
S00177833,94,4
S00177834,98,2
S00177835,91,9
S00177836,143,5
S00177837,68,5
S00177838,104,5
S00177839,98,7
S00177840,74,10
S00177841,216,11
S00177842,126,5
S00177843,95,3
S00177844,71,4
S00177845,81,1
S00177846,167,9
S00177847,186,35
S00177848,99,2
S00177849,143,8
S00177850,134,11
S00177851,61,7
S00177852,58,4
S00177853,127,18
S00177854,128,19
S00177855,89,2
S00177856,112,8
S00177857,121,11
S00177858,57,4
S00177859,73,9
S00177860,81,4
S00177861,161,6
S00177862,155,17
S00177863,166,10
S00177864,87,-
S00177865,120,5
S00177866,64,-
S00177867,83,2
S00177868,174,12
S00177869,104,4
S00177870,150,9
S00177871,123,10
S00177872,68,3
S00177873,121,6
S00177874,124,16
S00177875,87,6
S00177876,101,3
S00177877,99,3
S00177878,98,2
S00177879,114,8
S00177880,81,3
S00177881,123,9
S00177882,78,3
S00177883,124,4
S00177884,127,15
S00177885,68,3
S00177886,128,9
S00177887,122,5
S00177888,151,14
S00177889,128,8
S00177890,116,8
S00177891,62,2
S00177892,70,3
S00177893,70,6
S00177894,119,8
S00177895,78,9
S00177896,84,1
S00177897,90,9
S00177898,70,2
S00177899,127,8
S00177900,107,13
S00177901,135,11
S00177902,86,9
S00177903,96,5
S00177904,91,4
S00177905,85,2
S00177906,108,4
S00177907,156,5
S00177908,91,9
S00177909,70,5
S00177910,86,9
S00177911,54,6
S00177912,148,12
S00177913,90,5
S00177914,92,4
S00177915,150,9
S00177916,109,6
S00177917,63,1
S00177918,93,7
S00177919,93,2
S00177920,58,1
S00177921,60,-
S00177922,81,6
S00177923,69,6
S00177924,118,5
S00177925,164,11
S00177926,145,10
S00177927,57,-
S00177928,68,3
S00177929,105,3
S00177930,133,4
S00177931,63,5
S00177932,70,1
S00177933,80,-
S00177934,162,10
S00177935,61,3
S00177936,96,6
S00177937,157,7
S00177938,59,5
S00177939,150,6
S00177940,87,3
S00177941,117,7
S00177942,101,6
S00177943,59,4
S00177944,75,-
S00177945,77,2
S00177946,110,5
S00177947,111,1
S00177948,96,2
S00177949,122,10
S00177950,59,4
S00177951,103,3
S00177952,77,-
S00177953,64,3
S00177954,116,8
S00177955,84,5
S00177956,128,4
S00177957,158,6
S00177958,58,4
S00177959,93,8
S00177960,99,3
S00177961,111,3
S00177962,161,5
S00177963,64,7
S00177964,120,7
S00177965,95,3
S00177966,102,2
S00177967,103,4
S00177968,59,4
S00177969,127,4
S00177970,140,4
S00177971,63,4
S00177972,106,10
S00177973,85,4
S00177974,94,4
S00177975,121,4
S00177976,92,4
S00177977,113,8
S00177978,75,4
S00177979,124,9
S00177980,99,5
S00177981,96,7
S00177982,250,9
S00177983,74,13
S00177984,55,-
S00177985,90,7
S00177986,98,4
S00177987,79,3
S00177988,90,9
S00177989,100,6
S00177990,73,-
S00177991,92,3
S00177992,126,4
