OutputCode,WorkplacePop
S00160694,45
S00160695,32
S00160696,49
S00160697,37
S00160698,45
S00160699,21
S00160700,28
S00160701,300
S00160702,35
S00160703,860
S00160704,46
S00160705,30
S00160706,56
S00160707,18
S00160708,33
S00160709,23
S00160710,18
S00160711,73
S00160712,81
S00160713,29
S00160714,18
S00160715,32
S00160716,92
S00160717,35
S00160718,16
S00160719,42
S00160720,63
S00160721,32
S00160722,11
S00160723,18
S00160724,24
S00160725,55
S00160726,33
S00160727,20
S00160728,"1,651"
S00160729,26
S00160730,9
S00160731,29
S00160732,38
S00160733,26
S00160734,65
S00160735,35
S00160736,15
S00160737,23
S00160738,30
S00160739,45
S00160740,52
S00160741,15
S00160742,21
S00160743,29
S00160744,21
S00160745,30
S00160746,34
S00160747,20
S00160748,121
S00160749,16
S00160750,"3,343"
S00160751,27
S00160752,44
S00160753,52
S00160754,45
S00160755,50
S00160756,23
S00160757,26
S00160758,97
S00160759,34
S00160760,19
S00160761,20
S00160762,48
S00160763,45
S00160764,64
S00160765,50
S00160766,28
S00160767,9
S00160768,49
S00160769,25
S00160770,61
S00160771,19
S00160772,23
S00160773,13
S00160774,31
S00160775,216
S00160776,16
S00160777,37
S00160778,52
S00160779,31
S00160780,40
S00160781,22
S00160782,93
S00160783,41
S00160784,21
S00160785,36
S00160786,18
S00160787,19
S00160788,27
S00160789,19
S00160790,51
S00160791,24
S00160792,30
S00160793,33
S00160794,30
S00160795,33
S00160796,54
S00160797,23
S00160798,27
S00160799,29
S00160800,24
S00160801,31
S00160802,26
S00160803,22
S00160804,29
S00160805,43
S00160806,29
S00160807,21
S00160808,162
S00160809,26
S00160810,23
S00160811,33
S00160812,8
S00160813,42
S00160814,15
S00160815,25
S00160816,52
S00160817,27
S00160818,33
S00160819,14
S00160820,27
S00160821,31
S00160822,411
S00160823,13
S00160824,47
S00160825,72
S00160826,28
S00160827,43
S00160828,37
S00160829,24
S00160830,30
S00160831,52
S00160832,15
S00160833,50
S00160834,19
S00160835,57
S00160836,25
S00160837,47
S00160838,34
S00160839,40
S00160840,101
S00160841,29
S00160842,21
S00160843,20
S00160844,38
S00160845,23
S00160846,37
S00160847,25
S00160848,23
S00160849,48
S00160850,25
S00160851,130
S00160852,59
S00160853,36
S00160854,48
S00160855,23
S00160856,25
S00160857,69
S00160858,43
S00160859,26
S00160860,37
S00160861,46
S00160862,19
S00160863,34
S00160864,60
S00160865,31
S00160866,37
S00160867,67
S00160868,36
S00160869,33
S00160870,88
S00160871,103
S00160872,60
S00160873,22
S00160874,54
S00160875,53
S00160876,33
S00160877,29
S00160878,48
S00160879,25
S00160880,34
S00160881,39
S00160882,101
S00160883,21
S00160884,53
S00160885,47
S00160886,20
S00160887,27
S00160888,29
S00160889,17
S00160890,38
S00160891,9
S00160892,34
S00160893,16
S00160894,45
S00160895,27
S00160896,23
S00160897,17
S00160898,45
S00160899,61
S00160900,81
S00160901,36
S00160902,43
S00160903,25
S00160904,28
S00160905,26
S00160906,36
S00160907,22
S00160908,52
S00160909,44
S00160910,108
S00160911,37
S00160912,43
S00160913,68
S00160914,33
S00160915,25
S00160916,21
S00160917,30
S00160918,48
S00160919,21
S00160920,16
S00160921,26
S00160922,9
S00160923,32
S00160924,35
S00160925,67
S00160926,63
S00160927,87
S00160928,31
S00160929,66
S00160930,45
S00160931,36
S00160932,24
S00160933,30
S00160934,15
S00160935,34
S00160936,54
S00160937,18
S00160938,33
S00160939,36
S00160940,24
S00160941,60
S00160942,92
S00160943,19
S00160944,66
S00160945,53
S00160946,31
S00160947,38
S00160948,49
S00160949,14
S00160950,27
S00160951,36
S00160952,90
S00160953,61
S00160954,69
S00160955,45
S00160956,25
S00160957,29
S00160958,36
S00160959,30
S00160960,18
S00160961,58
S00160962,25
S00160963,32
S00160964,49
S00160965,53
S00160966,67
S00160967,28
S00160968,62
S00160969,65
S00160970,17
S00160971,72
S00160972,804
S00160973,16
S00160974,35
S00160975,145
S00160976,23
S00160977,29
S00160978,70
S00160979,34
S00160980,31
S00160981,9
S00160982,10
S00160983,63
S00160984,30
S00160985,22
S00160986,53
S00160987,43
S00160988,91
S00160989,33
S00160990,48
S00160991,21
S00160992,32
S00160993,15
S00160994,14
S00160995,24
S00160996,32
S00160997,54
S00160998,17
S00160999,18
S00161000,23
S00161001,39
S00161002,54
S00161003,27
S00161004,34
S00161005,24
S00161006,28
S00161007,47
S00161008,30
S00161009,66
S00161010,34
S00161011,22
S00161012,49
S00161013,44
S00161014,23
S00161015,51
S00161016,42
S00161017,32
S00161018,22
S00161019,242
S00161020,103
S00161021,41
S00161022,60
S00161023,25
S00161024,55
S00161025,63
S00161026,30
S00161027,42
S00161028,140
S00161029,43
S00161030,25
S00161031,25
S00161032,35
S00161033,285
S00161034,62
S00161035,68
S00161036,58
S00161037,30
S00161038,19
S00161039,23
S00161040,42
S00161041,17
S00161042,41
S00161043,21
S00161044,108
S00161045,10
S00161046,48
S00161047,34
S00161048,34
S00161049,50
S00161050,17
S00161051,52
S00161052,65
S00161053,169
S00161054,40
S00161055,14
S00161056,32
S00161057,38
S00161058,25
S00161059,22
S00161060,29
S00161061,58
S00161062,34
S00161063,57
S00161064,47
S00161065,30
S00161066,31
S00161067,28
S00161068,40
S00161069,129
S00161070,31
S00161071,36
S00161072,30
S00161073,26
S00161074,31
S00161075,19
S00161076,70
S00161077,19
S00161078,32
S00161079,30
S00161080,18
S00161081,122
S00161082,17
S00161083,19
S00161084,21
S00161085,23
S00161086,27
S00161087,24
S00161088,29
S00161089,43
S00161090,23
S00161091,27
S00161092,23
S00161093,79
S00161094,28
S00161095,29
S00161096,22
S00161097,26
S00161098,29
S00161099,17
S00161100,31
S00161101,33
S00161102,21
S00161103,55
S00161104,29
S00161105,23
S00161106,44
S00161107,16
S00161108,22
S00161109,216
S00161110,30
S00161111,12
S00161112,25
S00161113,68
S00161114,40
S00161115,45
S00161116,50
S00161117,22
S00161118,17
S00161119,15
S00161120,166
S00161121,13
S00161122,40
S00161123,16
S00161124,6
S00161125,38
S00161126,113
S00161127,16
S00161128,20
S00161129,34
S00161130,20
S00161131,20
S00161132,22
S00161133,34
S00161134,31
S00161135,20
S00161136,22
S00161137,13
S00161138,36
S00161139,68
S00161140,29
S00161141,18
S00161142,42
S00161143,43
S00161144,26
S00161145,55
S00161146,27
S00161147,34
S00161148,24
S00161149,30
S00161150,25
S00161151,98
S00161152,30
S00161153,31
S00161154,8
S00161155,31
S00161156,69
S00161157,25
S00161158,44
S00161159,32
S00161160,49
S00161161,25
S00161162,19
S00161163,33
S00161164,15
S00161165,57
S00161166,26
S00161167,15
S00161168,52
S00161169,33
S00161170,42
S00161171,129
S00161172,31
S00161173,14
S00161174,57
S00161175,29
S00161176,23
S00161177,42
S00161178,50
S00161179,40
S00161180,51
S00161181,24
S00161182,31
S00161183,67
S00161184,38
S00161185,59
S00161186,100
S00161187,87
S00161188,23
S00161189,46
S00161190,20
S00161191,91
S00161192,253
S00161193,56
S00161194,48
S00161195,47
S00161196,40
S00161197,55
S00161198,32
S00161199,25
S00161200,16
S00161201,31
S00161202,17
S00161203,40
S00161204,47
S00161205,68
S00161206,9
S00161207,54
S00161208,50
S00161209,46
S00161210,34
S00161211,25
S00161212,43
S00161213,117
S00161214,33
S00161215,27
S00161216,27
S00161217,90
S00161218,55
S00161219,56
S00161220,81
S00161221,58
S00161222,8
S00161223,41
S00161224,29
S00161225,74
S00161226,27
S00161227,27
S00161228,40
S00161229,46
S00161230,38
S00161231,18
S00161232,15
S00161233,20
S00161234,21
S00161235,20
S00161236,26
S00161237,21
S00161238,47
S00161239,35
S00161240,144
S00161241,34
S00161242,18
S00161243,117
S00161244,26
S00161245,173
S00161246,87
S00161247,19
S00161248,21
S00161249,31
S00161250,20
S00161251,23
S00161252,15
S00161253,18
S00161254,37
S00161255,23
S00161256,32
S00161257,35
S00161258,16
S00161259,53
S00161260,46
S00161261,139
S00161262,15
S00161263,44
S00161264,55
S00161265,24
S00161266,26
S00161267,9
S00161268,20
S00161269,22
S00161270,17
S00161271,56
S00161272,40
S00161273,32
S00161274,41
S00161275,22
S00161276,27
S00161277,50
S00161278,35
S00161279,32
S00161280,13
S00161281,21
S00161282,26
S00161283,21
S00161284,25
S00161285,21
S00161286,32
S00161287,25
S00161288,24
S00161289,135
S00161290,90
S00161291,36
S00161292,21
S00161293,"1,495"
S00161294,70
S00161295,25
S00161296,41
S00161297,73
S00161298,69
S00161299,40
S00161300,25
S00161301,25
S00161302,10
S00161303,34
S00161304,78
S00161305,27
S00161306,10
S00161307,12
S00161308,21
S00161309,23
S00161310,47
S00161311,22
S00161312,39
S00161313,165
S00161314,19
S00161315,90
S00161316,34
S00161317,34
S00161318,46
S00161319,53
S00161320,37
S00161321,25
S00161322,28
S00161323,28
S00161324,22
S00161325,21
S00161326,49
S00161327,17
S00161328,77
S00161329,134
S00161330,36
S00161331,56
S00161332,31
S00161333,19
S00161334,16
S00161335,26
S00161336,35
S00161337,26
S00161338,25
S00161339,12
S00161340,7
S00161341,23
S00161342,94
S00161343,24
S00161344,30
S00161345,23
S00161346,26
S00161347,66
S00161348,32
S00161349,49
S00161350,25
S00161351,9
S00161352,35
S00161353,26
S00161354,76
S00161355,16
S00161356,43
S00161357,32
S00161358,28
S00161359,20
S00161360,31
S00161361,27
S00161362,29
S00161363,53
S00161364,51
S00161365,54
S00161366,26
S00161367,30
S00161368,22
S00161369,37
S00161370,8
S00161371,42
S00161372,32
S00161373,47
S00161374,21
S00161375,34
S00161376,53
S00161377,13
S00161378,30
S00161379,29
S00161380,22
S00161381,25
S00161382,21
S00161383,43
S00161384,41
S00161385,38
S00161386,27
S00161387,64
S00161388,19
S00161389,39
S00161390,13
S00161391,33
S00161392,29
S00161393,21
S00161394,42
S00161395,20
S00161396,36
S00161397,23
S00161398,19
S00161399,28
S00161400,38
S00161401,23
S00161402,27
S00161403,21
S00161404,38
S00161405,26
S00161406,61
S00161407,57
S00161408,26
S00161409,209
S00161410,26
S00161411,34
S00161412,19
S00161413,15
S00161414,46
S00161415,26
S00161416,17
S00161417,23
S00161418,23
S00161419,28
S00161420,37
S00161421,46
S00161422,17
S00161423,30
S00161424,52
S00161425,17
S00161426,21
S00161427,32
S00161428,18
S00161429,29
S00161430,77
S00161431,34
S00161432,36
S00161433,28
S00161434,28
S00161435,22
S00161436,26
S00161437,47
S00161438,15
S00161439,27
S00161440,20
S00161441,17
S00161442,35
S00161443,16
S00161444,85
S00161445,28
S00161446,29
S00161447,22
S00161448,13
S00161449,16
S00161450,25
S00161451,32
S00161452,31
S00161453,33
S00161454,27
S00161455,35
S00161456,8
S00161457,38
S00161458,45
S00161459,46
S00161460,17
S00161461,16
S00161462,9
S00161463,34
S00161464,24
S00161465,27
S00161466,21
S00161467,13
S00161468,23
S00161469,223
S00161470,47
S00161471,27
S00161472,39
S00161473,16
S00161474,19
S00161475,46
S00161476,39
S00161477,120
S00161478,79
S00161479,16
S00161480,33
S00161481,16
S00161482,24
S00161483,18
S00161484,23
S00161485,25
S00161486,52
S00161487,40
S00161488,43
S00161489,29
S00161490,47
S00161491,37
S00161492,34
S00161493,23
S00161494,50
S00161495,44
S00161496,28
S00161497,17
S00161498,44
S00161499,15
S00161500,9
S00161501,25
S00161502,16
S00161503,48
S00161504,23
S00161505,30
S00161506,29
S00161507,41
S00161508,52
S00161509,123
S00161510,18
S00161511,20
S00161512,35
S00161513,12
S00161514,39
S00161515,59
S00161516,55
S00161517,31
S00161518,34
S00161519,17
S00161520,25
S00161521,31
S00161522,55
S00161523,17
S00161524,17
S00161525,18
S00161526,36
S00161527,42
S00161528,33
S00161529,17
S00161530,68
S00161531,44
S00161532,65
S00161533,17
S00161534,25
S00161535,57
S00161536,23
S00161537,9
S00161538,21
S00161539,29
S00161540,24
S00161541,17
S00161542,26
S00161543,29
S00161544,28
S00161545,22
S00161546,27
S00161547,20
S00161548,113
S00161549,118
S00161550,12
S00161551,44
S00161552,24
S00161553,36
S00161554,19
S00161555,9
S00161556,22
S00161557,34
S00161558,40
S00161559,33
S00161560,31
S00161561,17
S00161562,33
S00161563,107
S00161564,59
S00161565,9
S00161566,23
S00161567,25
S00161568,49
S00161569,6
S00161570,18
S00161571,25
S00161572,12
S00161573,28
S00161574,19
S00161575,32
S00161576,185
S00161577,6
S00161578,33
S00161579,25
S00161580,34
S00161581,16
S00161582,24
S00161583,22
S00161584,33
S00161585,19
S00161586,94
S00161587,12
S00161588,11
S00161589,77
S00161590,65
S00161591,109
S00161592,32
S00161593,31
S00161594,46
S00161595,45
S00161596,37
S00161597,28
S00161598,29
S00161599,18
S00161600,52
S00161601,31
S00161602,25
S00161603,35
S00161604,23
S00161605,28
S00161606,70
S00161607,24
S00161608,28
S00161609,20
S00161610,28
S00161611,24
S00161612,58
S00161613,19
S00161614,27
S00161615,22
S00161616,16
S00161617,42
S00161618,19
S00161619,70
S00161620,49
S00161621,37
S00161622,32
S00161623,31
S00161624,32
S00161625,27
S00161626,36
S00161627,26
S00161628,25
S00161629,34
S00161630,16
S00161631,12
S00161632,18
S00161633,12
S00161634,20
S00161635,35
S00161636,49
S00161637,42
S00161638,25
S00161639,54
S00161640,24
S00161641,36
S00161642,25
S00161643,51
S00161644,20
S00161645,23
S00161646,24
S00161647,16
S00161648,31
S00161649,36
S00161650,43
S00161651,11
S00161652,23
S00161653,11
S00161654,30
S00161655,17
S00161656,21
S00161657,32
S00161658,47
S00161659,21
S00161660,42
S00161661,17
S00161662,17
S00161663,16
S00161664,17
S00161665,26
S00161666,33
S00161667,19
S00161668,27
S00161669,50
S00161670,23
S00161671,7
S00161672,35
S00161673,29
S00161674,97
S00161675,73
S00161676,16
S00161677,19
S00161678,26
S00161679,27
S00161680,52
S00161681,20
S00161682,9
S00161683,66
S00161684,36
S00161685,45
S00161686,18
S00161687,37
S00161688,145
S00161689,45
S00161690,26
S00161691,396
S00161692,157
S00161693,38
S00161694,15
S00161695,14
S00161696,26
S00161697,7
S00161698,19
S00161699,25
S00161700,70
S00161701,29
S00161702,24
S00161703,18
S00161704,28
S00161705,24
S00161706,23
S00161707,37
S00161708,31
S00161709,19
S00161710,32
S00161711,33
S00161712,24
S00161713,13
S00161714,46
S00161715,29
S00161716,20
S00161717,27
S00161718,166
S00161719,142
S00161720,36
S00161721,38
S00161722,19
S00161723,15
S00161724,22
S00161725,32
S00161726,48
S00161727,28
S00161728,71
S00161729,13
S00161730,50
S00161731,41
S00161732,25
S00161733,106
S00161734,30
S00161735,29
S00161736,15
S00161737,31
S00161738,27
S00161739,53
S00161740,20
S00161741,27
S00161742,32
S00161743,23
S00161744,14
S00161745,19
S00161746,31
S00161747,22
S00161748,24
S00161749,16
S00161750,15
S00161751,29
S00161752,34
S00161753,23
S00161754,29
S00161755,21
S00161756,20
S00161757,24
S00161758,60
S00161759,24
S00161760,37
S00161761,19
S00161762,27
S00161763,22
S00161764,23
S00161765,19
S00161766,16
S00161767,51
S00161768,29
S00161769,25
S00161770,48
S00161771,2
S00161772,48
S00161773,31
S00161774,37
S00161775,46
S00161776,22
S00161777,17
S00161778,69
S00161779,12
S00161780,25
S00161781,30
S00161782,40
S00161783,63
S00161784,26
S00161785,22
S00161786,24
S00161787,23
S00161788,24
S00161789,81
S00161790,57
S00161791,22
S00161792,38
S00161793,25
S00161794,15
S00161795,20
S00161796,126
S00161797,17
S00161798,43
S00161799,11
S00161800,56
S00161801,21
S00161802,25
S00161803,17
S00161804,26
S00161805,13
S00161806,35
S00161807,33
S00161808,7
S00161809,10
S00161810,18
S00161811,37
S00161812,38
S00161813,16
S00161814,33
S00161815,72
S00161816,17
S00161817,22
S00161818,24
S00161819,144
S00161820,15
S00161821,13
S00161822,17
S00161823,19
S00161824,13
S00161825,19
S00161826,27
S00161827,21
S00161828,15
S00161829,37
S00161830,6
S00161831,73
S00161832,44
S00161833,78
S00161834,18
S00161835,25
S00161836,33
S00161837,16
S00161838,77
S00161839,16
S00161840,18
S00161841,21
S00161842,21
S00161843,11
S00161844,41
S00161845,21
S00161846,25
S00161847,24
S00161848,59
S00161849,31
S00161850,24
S00161851,26
S00161852,29
S00161853,24
S00161854,15
S00161855,26
S00161856,23
S00161857,34
S00161858,25
S00161859,36
S00161860,52
S00161861,27
S00161862,34
S00161863,53
S00161864,58
S00161865,14
S00161866,18
S00161867,21
S00161868,20
S00161869,24
S00161870,5
S00161871,457
S00161872,12
S00161873,23
S00161874,80
S00161875,15
S00161876,24
S00161877,11
S00161878,12
S00161879,18
S00161880,8
S00161881,8
S00161882,22
S00161883,60
S00161884,22
S00161885,23
S00161886,22
S00161887,24
S00161888,18
S00161889,14
S00161890,25
S00161891,17
S00161892,18
S00161893,24
S00161894,17
S00161895,25
S00161896,43
S00161897,27
S00161898,9
S00161899,16
S00161900,45
S00161901,86
S00161902,308
S00161903,322
S00161904,22
S00161905,32
S00161906,40
S00161907,288
S00161908,21
S00161909,12
S00161910,43
S00161911,21
S00161912,25
S00161913,18
S00161914,7
S00161915,23
S00161916,45
S00161917,27
S00161918,38
S00161919,20
S00161920,7
S00161921,32
S00161922,24
S00161923,61
S00161924,6
S00161925,620
S00161926,19
S00161927,18
S00161928,16
S00161929,35
S00161930,34
S00161931,19
S00161932,18
S00161933,43
S00161934,10
S00161935,33
S00161936,15
S00161937,15
S00161938,3
S00161939,40
S00161940,37
S00161941,93
S00161942,34
S00161943,16
S00161944,34
S00161945,4
S00161946,21
S00161947,15
S00161948,36
S00161949,83
S00161950,19
S00161951,22
S00161952,85
S00161953,67
S00161954,12
S00161955,73
S00161956,38
S00161957,25
S00161958,27
S00161959,27
S00161960,15
S00161961,16
S00161962,30
S00161963,25
S00161964,13
S00161965,48
S00161966,7
S00161967,18
S00161968,16
S00161969,29
S00161970,32
S00161971,11
S00161972,6
S00161973,4
S00161974,19
S00161975,29
S00161976,18
S00161977,20
S00161978,24
S00161979,13
S00161980,46
S00161981,20
S00161982,19
S00161983,26
S00161984,12
S00161985,29
S00161986,41
S00161987,25
S00161988,94
S00161989,32
S00161990,40
S00161991,32
S00161992,42
S00161993,46
S00161994,38
S00161995,71
S00161996,29
S00161997,46
S00161998,14
S00161999,32
S00162000,14
S00162001,15
S00162002,69
S00162003,47
S00162004,32
S00162005,42
S00162006,36
S00162007,13
S00162008,22
S00162009,54
S00162010,42
S00162011,18
S00162012,36
S00162013,13
S00162014,37
S00162015,40
S00162016,20
S00162017,18
S00162018,12
S00162019,104
S00162020,6
S00162021,41
S00162022,37
S00162023,50
S00162024,7
S00162025,33
S00162026,10
S00162027,17
S00162028,31
S00162029,24
S00162030,40
S00162031,35
S00162032,35
S00162033,54
S00162034,49
