OutputArea,over16pop
S00156430,161
S00156431,116
S00156432,142
S00156433,48
S00156434,109
S00156435,68
S00156436,91
S00156437,116
S00156438,117
S00156439,132
S00156440,77
S00156441,92
S00156442,59
S00156443,144
S00156444,67
S00156445,88
S00156446,72
S00156447,57
S00156448,96
S00156449,143
S00156450,87
S00156451,183
S00156452,149
S00156453,135
S00156454,136
S00156455,92
S00156456,97
S00156457,75
S00156458,110
S00156459,115
S00156460,88
S00156461,177
S00156462,78
S00156463,113
S00156464,115
S00156465,107
S00156466,110
S00156467,111
S00156468,84
S00156469,110
S00156470,54
S00156471,70
S00156472,88
S00156473,84
S00156474,153
S00156475,94
S00156476,107
S00156477,65
S00156478,110
S00156479,70
S00156480,114
S00156481,106
S00156482,71
S00156483,111
S00156484,94
S00156485,92
S00156486,93
S00156487,77
S00156488,77
S00156489,126
S00156490,123
S00156491,81
S00156492,55
S00156493,103
S00156494,105
S00156495,112
S00156496,95
S00156497,150
S00156498,95
S00156499,164
S00156500,121
S00156501,140
S00156502,56
S00156503,89
S00156504,64
S00156505,119
S00156506,124
S00156507,68
S00156508,113
S00156509,107
S00156510,104
S00156511,128
S00156512,85
S00156513,97
S00156514,76
S00156515,63
S00156516,107
S00156517,112
S00156518,69
S00156519,85
S00156520,66
S00156521,90
S00156522,83
S00156523,121
S00156524,106
S00156525,63
S00156526,113
S00156527,110
S00156528,53
S00156529,59
S00156530,70
S00156531,115
S00156532,54
S00156533,98
S00156534,86
S00156535,80
S00156536,174
S00156537,126
S00156538,134
S00156539,99
S00156540,100
S00156541,64
S00156542,91
S00156543,119
S00156544,106
S00156545,78
S00156546,120
S00156547,82
S00156548,87
S00156549,58
S00156550,81
S00156551,78
S00156552,89
S00156553,116
S00156554,113
S00156555,61
S00156556,59
S00156557,112
S00156558,107
S00156559,131
S00156560,92
S00156561,135
S00156562,95
S00156563,68
S00156564,130
S00156565,104
S00156566,207
S00156567,106
S00156568,127
S00156569,88
S00156570,87
S00156571,68
S00156572,89
S00156573,117
S00156574,50
S00156575,96
S00156576,110
S00156577,60
S00156578,77
S00156579,78
S00156580,72
S00156581,56
S00156582,85
S00156583,94
S00156584,122
S00156585,123
S00156586,113
S00156587,78
S00156588,98
S00156589,60
S00156590,104
S00156591,84
S00156592,91
S00156593,130
S00156594,63
S00156595,89
S00156596,114
S00156597,139
S00156598,88
S00156599,76
S00156600,70
S00156601,74
S00156602,57
S00156603,77
S00156604,101
S00156605,182
S00156606,123
S00156607,110
S00156608,94
S00156609,105
S00156610,95
S00156611,125
S00156612,182
S00156613,89
S00156614,73
S00156615,94
S00156616,116
S00156617,54
S00156618,124
S00156619,130
S00156620,110
S00156621,66
S00156622,95
S00156623,127
S00156624,89
S00156625,66
S00156626,72
S00156627,89
S00156628,142
S00156629,90
S00156630,70
S00156631,116
S00156632,131
S00156633,86
S00156634,71
S00156635,79
S00156636,83
S00156637,117
S00156638,95
S00156639,150
S00156640,45
S00156641,149
S00156642,91
S00156643,82
S00156644,73
S00156645,106
S00156646,100
S00156647,99
S00156648,122
S00156649,138
S00156650,137
S00156651,83
S00156652,111
S00156653,50
S00156654,61
S00156655,93
S00156656,99
S00156657,162
S00156658,140
S00156659,164
S00156660,68
S00156661,55
S00156662,94
S00156663,121
S00156664,110
S00156665,61
S00156666,84
S00156667,139
S00156668,143
S00156669,148
S00156670,114
S00156671,70
S00156672,67
S00156673,89
S00156674,88
S00156675,103
S00156676,113
S00156677,68
S00156678,84
S00156679,45
S00156680,56
S00156681,93
S00156682,69
S00156683,73
S00156684,114
S00156685,103
S00156686,86
S00156687,68
S00156688,102
S00156689,66
S00156690,91
S00156691,78
S00156692,50
S00156693,69
S00156694,187
S00156695,53
S00156696,126
S00156697,96
S00156698,110
S00156699,67
S00156700,83
S00156701,100
S00156702,82
S00156703,65
S00156704,76
S00156705,127
S00156706,106
S00156707,109
S00156708,139
S00156709,93
S00156710,109
S00156711,102
S00156712,96
S00156713,81
S00156714,116
S00156715,128
S00156716,70
S00156717,112
S00156718,74
S00156719,125
S00156720,64
S00156721,65
S00156722,114
S00156723,89
S00156724,95
S00156725,117
S00156726,150
S00156727,104
S00156728,116
S00156729,167
S00156730,90
S00156731,132
S00156732,136
S00156733,66
S00156734,66
S00156735,111
S00156736,55
S00156737,128
S00156738,75
S00156739,104
S00156740,96
S00156741,60
S00156742,124
S00156743,78
S00156744,81
S00156745,125
S00156746,102
S00156747,90
S00156748,71
S00156749,89
S00156750,105
S00156751,101
S00156752,123
S00156753,68
S00156754,64
S00156755,71
S00156756,66
S00156757,89
S00156758,56
S00156759,104
S00156760,110
S00156761,84
S00156762,81
S00156763,107
S00156764,101
S00156765,128
S00156766,71
S00156767,135
S00156768,95
S00156769,82
S00156770,59
S00156771,58
S00156772,66
S00156773,50
S00156774,68
S00156775,64
S00156776,120
S00156777,108
S00156778,102
S00156779,112
S00156780,115
S00156781,98
S00156782,105
S00156783,99
S00156784,90
S00156785,127
S00156786,72
S00156787,73
S00156788,80
S00156789,159
S00156790,96
S00156791,89
S00156792,57
S00156793,56
S00156794,63
S00156795,86
S00156796,84
S00156797,128
S00156798,49
S00156799,63
S00156800,84
S00156801,60
S00156802,82
S00156803,48
S00156804,71
S00156805,52
S00156806,57
S00156807,51
S00156808,60
S00156809,67
S00156810,119
S00156811,97
S00156812,119
S00156813,52
S00156814,65
S00156815,65
S00156816,84
S00156817,86
S00156818,95
S00156819,78
S00156820,63
S00156821,120
S00156822,116
S00156823,71
S00156824,88
S00156825,264
S00156826,91
S00156827,106
S00156828,73
S00156829,99
S00156830,87
S00156831,140
S00156832,129
S00156833,94
S00156834,94
S00156835,145
S00156836,177
S00156837,151
S00156838,109
S00156839,312
S00156840,98
S00156841,85
S00156842,75
S00156843,120
S00156844,89
S00156845,133
S00156846,127
S00156847,93
S00156848,103
S00156849,101
S00156850,131
S00156851,78
S00156852,70
S00156853,57
S00156854,90
S00156855,70
S00156856,79
S00156857,74
S00156858,91
S00156859,129
S00156860,83
S00156861,88
S00156862,57
S00156863,121
S00156864,97
S00156865,115
S00156866,100
S00156867,76
S00156868,86
S00156869,118
S00156870,103
S00156871,99
S00156872,91
S00156873,56
S00156874,54
S00156875,101
S00156876,133
S00156877,163
S00156878,63
S00156879,105
S00156880,132
S00156881,112
S00156882,80
S00156883,71
S00156884,95
S00156885,102
S00156886,85
S00156887,124
S00156888,97
S00156889,126
S00156890,72
S00156891,58
S00156892,83
S00156893,120
S00156894,129
S00156895,94
S00156896,80
S00156897,108
S00156898,86
S00156899,87
S00156900,151
S00156901,103
S00156902,77
S00156903,75
S00156904,89
S00156905,59
S00156906,104
S00156907,74
S00156908,118
S00156909,68
S00156910,77
S00156911,63
S00156912,76
S00156913,80
S00156914,98
S00156915,87
S00156916,106
S00156917,73
S00156918,75
S00156919,87
S00156920,81
S00156921,110
S00156922,85
S00156923,73
S00156924,56
S00156925,116
S00156926,116
S00156927,91
S00156928,63
S00156929,89
S00156930,68
S00156931,126
S00156932,109
S00156933,78
S00156934,83
S00156935,92
S00156936,110
S00156937,92
S00156938,117
S00156939,65
S00156940,70
S00156941,88
S00156942,75
S00156943,105
S00156944,95
S00156945,66
S00156946,113
S00156947,103
S00156948,79
S00156949,110
S00156950,102
S00156951,92
S00156952,120
S00156953,139
S00156954,76
S00156955,88
S00156956,110
S00156957,76
S00156958,87
S00156959,85
S00156960,101
S00156961,103
S00156962,135
S00156963,55
S00156964,81
S00156965,70
S00156966,104
S00156967,87
S00156968,110
S00156969,62
S00156970,84
S00156971,72
S00156972,128
S00156973,88
S00156974,79
S00156975,67
S00156976,69
S00156977,85
S00156978,95
S00156979,112
S00156980,79
S00156981,96
S00156982,83
S00156983,103
S00156984,72
S00156985,61
S00156986,112
S00156987,114
S00156988,59
S00156989,108
S00156990,92
S00156991,109
S00156992,79
S00156993,74
S00156994,79
S00156995,161
S00156996,90
S00156997,51
S00156998,107
S00156999,87
S00157000,83
S00157001,87
S00157002,99
S00157003,106
S00157004,65
S00157005,70
S00157006,82
S00157007,80
S00157008,111
S00157009,124
S00157010,92
S00157011,101
S00157012,83
S00157013,98
S00157014,132
S00157015,139
S00157016,83
S00157017,90
S00157018,143
S00157019,85
S00157020,76
S00157021,84
S00157022,95
S00157023,63
S00157024,60
S00157025,56
S00157026,85
S00157027,87
S00157028,116
S00157029,96
S00157030,149
S00157031,95
S00157032,81
S00157033,68
S00157034,91
S00157035,121
S00157036,79
S00157037,120
S00157038,76
S00157039,76
S00157040,71
S00157041,139
S00157042,94
S00157043,81
S00157044,74
S00157045,132
S00157046,79
S00157047,121
S00157048,73
S00157049,121
S00157050,66
S00157051,77
S00157052,189
S00157053,185
S00157054,134
S00157055,112
S00157056,66
S00157057,91
S00157058,60
S00157059,98
S00157060,76
S00157061,108
S00157062,72
S00157063,76
S00157064,58
S00157065,86
S00157066,108
S00157067,124
S00157068,64
S00157069,62
S00157070,96
S00157071,81
S00157072,71
S00157073,90
S00157074,130
S00157075,117
S00157076,71
S00157077,108
S00157078,93
S00157079,142
S00157080,81
S00157081,88
S00157082,72
S00157083,58
S00157084,80
S00157085,71
S00157086,66
S00157087,97
S00157088,85
S00157089,116
S00157090,68
S00157091,130
S00157092,62
S00157093,80
S00157094,112
S00157095,110
S00157096,101
S00157097,77
S00157098,56
S00157099,59
S00157100,113
S00157101,104
S00157102,77
S00157103,94
S00157104,121
S00157105,141
S00157106,153
S00157107,122
S00157108,83
S00157109,63
S00157110,153
S00157111,91
S00157112,106
S00157113,105
S00157114,109
S00157115,89
S00157116,125
S00157117,138
S00157118,129
S00157119,80
S00157120,79
S00157121,92
S00157122,126
S00157123,82
S00157124,97
S00157125,129
S00157126,77
S00157127,103
S00157128,79
S00157129,54
S00157130,108
S00157131,96
S00157132,89
S00157133,67
S00157134,80
S00157135,114
S00157136,84
S00157137,77
S00157138,67
S00157139,122
S00157140,128
S00157141,96
S00157142,75
S00157143,88
S00157144,128
S00157145,131
S00157146,130
S00157147,85
S00157148,73
S00157149,69
S00157150,98
S00157151,57
S00157152,93
S00157153,93
S00157154,71
S00157155,113
S00157156,79
S00157157,155
S00157158,83
S00157159,57
S00157160,75
S00157161,114
S00157162,81
S00157163,138
S00157164,103
S00157165,73
S00157166,106
S00157167,176
S00157168,79
S00157169,81
S00157170,103
S00157171,85
S00157172,104
S00157173,100
S00157174,94
S00157175,81
S00157176,140
S00157177,63
S00157178,88
S00157179,111
S00157180,110
S00157181,86
S00157182,113
S00157183,66
S00157184,72
S00157185,70
S00157186,48
S00157187,98
S00157188,122
S00157189,142
S00157190,78
S00157191,110
S00157192,173
S00157193,128
S00157194,91
S00157195,112
S00157196,117
S00157197,104
S00157198,107
S00157199,83
S00157200,55
S00157201,135
S00157202,169
S00157203,65
S00157204,72
S00157205,78
S00157206,46
S00157207,123
S00157208,116
S00157209,68
S00157210,88
S00157211,147
S00157212,67
S00157213,96
S00157214,94
S00157215,70
S00157216,118
S00157217,121
S00157218,96
S00157219,116
S00157220,89
S00157221,96
S00157222,70
S00157223,86
S00157224,69
S00157225,79
S00157226,150
S00157227,62
S00157228,68
S00157229,93
S00157230,94
S00157231,93
S00157232,96
S00157233,139
S00157234,63
S00157235,73
S00157236,140
S00157237,71
S00157238,125
S00157239,93
S00157240,60
S00157241,59
S00157242,101
S00157243,117
S00157244,114
S00157245,169
S00157246,72
S00157247,144
S00157248,77
S00157249,57
S00157250,100
S00157251,69
S00157252,129
S00157253,92
S00157254,122
S00157255,106
S00157256,64
S00157257,155
S00157258,135
S00157259,101
S00157260,110
S00157261,51
S00157262,186
S00157263,106
S00157264,82
S00157265,93
S00157266,130
S00157267,88
S00157268,87
S00157269,133
S00157270,75
S00157271,96
S00157272,83
S00157273,93
S00157274,82
S00157275,69
S00157276,118
S00157277,116
S00157278,91
S00157279,72
S00157280,119
S00157281,60
S00157282,132
S00157283,81
S00157284,64
S00157285,95
S00157286,67
S00157287,106
S00157288,84
S00157289,74
S00157290,82
S00157291,79
S00157292,122
S00157293,66
S00157294,72
S00157295,89
S00157296,133
S00157297,60
S00157298,103
S00157299,63
S00157300,70
S00157301,65
S00157302,75
S00157303,62
S00157304,67
S00157305,62
S00157306,126
S00157307,125
S00157308,128
S00157309,122
S00157310,56
S00157311,111
S00157312,86
S00157313,93
S00157314,64
S00157315,160
S00157316,89
S00157317,98
S00157318,189
S00157319,72
S00157320,154
S00157321,91
S00157322,81
S00157323,112
S00157324,117
S00157325,70
S00157326,72
S00157327,108
S00157328,196
S00157329,152
S00157330,88
S00157331,44
S00157332,55
S00157333,162
S00157334,66
S00157335,96
S00157336,87
S00157337,123
S00157338,101
S00157339,62
S00157340,83
S00157341,55
S00157342,85
S00157343,105
S00157344,70
S00157345,95
S00157346,129
S00157347,144
S00157348,97
S00157349,97
S00157350,92
S00157351,128
S00157352,106
S00157353,79
S00157354,148
S00157355,79
S00157356,68
S00157357,68
S00157358,66
S00157359,94
S00157360,108
S00157361,93
S00157362,117
S00157363,81
S00157364,98
S00157365,78
S00157366,161
S00157367,106
S00157368,73
S00157369,144
S00157370,104
S00157371,80
S00157372,63
S00157373,145
S00157374,114
S00157375,70
S00157376,79
S00157377,142
S00157378,84
S00157379,102
S00157380,91
S00157381,128
S00157382,67
S00157383,95
S00157384,72
S00157385,130
S00157386,97
S00157387,138
S00157388,95
S00157389,59
S00157390,153
S00157391,76
S00157392,81
S00157393,57
S00157394,60
S00157395,60
S00157396,98
S00157397,129
S00157398,126
S00157399,76
S00157400,81
S00157401,137
S00157402,83
S00157403,58
S00157404,110
S00157405,74
S00157406,82
S00157407,58
S00157408,99
S00157409,63
S00157410,87
S00157411,101
S00157412,88
S00157413,99
S00157414,79
S00157415,106
S00157416,79
S00157417,92
S00157418,107
S00157419,93
S00157420,61
S00157421,118
S00157422,72
S00157423,90
S00157424,70
S00157425,100
S00157426,55
S00157427,116
S00157428,108
S00157429,93
S00157430,91
S00157431,149
S00157432,86
S00157433,173
S00157434,129
S00157435,92
S00157436,81
S00157437,75
S00157438,77
S00157439,140
S00157440,94
S00157441,78
S00157442,51
S00157443,101
S00157444,113
S00157445,82
S00157446,107
S00157447,113
S00157448,81
S00157449,145
S00157450,64
S00157451,66
S00157452,150
S00157453,92
S00157454,113
S00157455,113
S00157456,90
S00157457,105
S00157458,78
S00157459,78
S00157460,64
S00157461,122
S00157462,91
S00157463,110
S00157464,97
S00157465,112
S00157466,113
S00157467,128
S00157468,70
S00157469,69
S00157470,123
S00157471,61
S00157472,112
S00157473,62
S00157474,55
S00157475,75
S00157476,148
S00157477,115
S00157478,87
S00157479,92
S00157480,115
S00157481,97
S00157482,72
S00157483,99
S00157484,64
S00157485,50
S00157486,112
S00157487,94
S00157488,95
S00157489,129
S00157490,115
S00157491,70
S00157492,123
S00157493,67
S00157494,76
S00157495,59
S00157496,73
S00157497,193
S00157498,138
S00157499,82
S00157500,56
S00157501,148
S00157502,87
S00157503,107
S00157504,75
S00157505,95
S00157506,76
S00157507,76
S00157508,78
S00157509,85
S00157510,85
S00157511,107
S00157512,68
S00157513,112
S00157514,110
S00157515,67
S00157516,107
S00157517,55
S00157518,108
S00157519,124
S00157520,76
S00157521,83
S00157522,115
S00157523,70
S00157524,71
S00157525,124
S00157526,145
S00157527,60
S00157528,81
S00157529,77
S00157530,84
S00157531,61
S00157532,122
S00157533,143
S00157534,96
S00157535,59
S00157536,60
S00157537,70
S00157538,131
S00157539,104
S00157540,63
S00157541,111
S00157542,74
S00157543,73
S00157544,111
S00157545,53
S00157546,95
S00157547,65
S00157548,150
S00157549,60
S00157550,117
S00157551,143
S00157552,136
S00157553,80
S00157554,58
S00157555,85
S00157556,152
S00157557,74
S00157558,78
S00157559,115
S00157560,101
S00157561,159
S00157562,78
S00157563,79
S00157564,86
S00157565,70
S00157566,67
S00157567,122
S00157568,116
S00157569,91
S00157570,109
S00157571,72
S00157572,66
S00157573,98
S00157574,81
S00157575,51
S00157576,84
S00157577,104
S00157578,53
S00157579,92
S00157580,138
S00157581,108
S00157582,108
S00157583,105
S00157584,75
S00157585,62
S00157586,131
S00157587,122
S00157588,95
S00157589,97
S00157590,53
S00157591,140
S00157592,82
S00157593,74
S00157594,85
S00157595,70
S00157596,87
S00157597,65
S00157598,63
S00157599,116
S00157600,115
S00157601,101
S00157602,58
S00157603,117
S00157604,68
S00157605,132
S00157606,144
S00157607,92
S00157608,118
S00157609,88
S00157610,84
S00157611,70
S00157612,115
S00157613,70
S00157614,92
S00157615,78
S00157616,97
S00157617,85
S00157618,78
S00157619,75
S00157620,76
S00157621,86
S00157622,62
S00157623,140
S00157624,129
S00157625,104
S00157626,76
S00157627,73
S00157628,145
S00157629,69
S00157630,94
S00157631,123
S00157632,96
S00157633,84
S00157634,82
S00157635,61
S00157636,100
S00157637,70
S00157638,84
S00157639,95
S00157640,73
S00157641,118
S00157642,99
S00157643,92
S00157644,87
S00157645,89
S00157646,106
S00157647,70
S00157648,94
S00157649,92
S00157650,76
S00157651,132
S00157652,74
S00157653,91
S00157654,81
S00157655,80
S00157656,93
S00157657,74
S00157658,73
S00157659,74
S00157660,113
S00157661,85
S00157662,57
S00157663,86
S00157664,89
S00157665,75
S00157666,80
S00157667,224
S00157668,89
S00157669,138
S00157670,104
S00157671,87
S00157672,54
S00157673,70
S00157674,78
S00157675,107
S00157676,59
S00157677,72
S00157678,100
S00157679,73
S00157680,672
S00157681,93
S00157682,56
S00157683,115
S00157684,126
S00157685,184
S00157686,251
S00157687,90
S00157688,76
S00157689,58
S00157690,102
S00157691,79
S00157692,189
S00157693,116
S00157694,113
S00157695,108
S00157696,53
S00157697,85
S00157698,106
S00157699,75
S00157700,93
S00157701,52
S00157702,82
S00157703,75
S00157704,82
S00157705,56
S00157706,95
S00157707,103
S00157708,82
S00157709,79
S00157710,108
S00157711,120
S00157712,126
S00157713,107
S00157714,121
S00157715,61
S00157716,161
S00157717,125
S00157718,130
S00157719,68
S00157720,84
S00157721,88
S00157722,72
S00157723,57
S00157724,72
S00157725,101
S00157726,73
S00157727,63
S00157728,136
S00157729,125
S00157730,144
S00157731,125
S00157732,84
S00157733,81
S00157734,137
S00157735,77
S00157736,123
S00157737,136
S00157738,83
S00157739,90
S00157740,81
S00157741,100
S00157742,61
S00157743,102
S00157744,87
S00157745,99
S00157746,56
S00157747,96
S00157748,1306
S00157749,56
S00157750,56
S00157751,88
S00157752,79
S00157753,110
S00157754,122
S00157755,89
S00157756,114
S00157757,116
S00157758,60
S00157759,98
S00157760,75
S00157761,86
S00157762,175
S00157763,118
S00157764,112
S00157765,107
S00157766,84
S00157767,94
S00157768,66
S00157769,56
S00157770,102
S00157771,161
S00157772,135
S00157773,57
S00157774,101
S00157775,65
S00157776,92
S00157777,65
S00157778,106
S00157779,59
S00157780,49
S00157781,133
S00157782,98
S00157783,92
S00157784,108
S00157785,87
S00157786,68
S00157787,102
S00157788,105
S00157789,99
S00157790,71
S00157791,63
S00157792,80
S00157793,86
S00157794,119
S00157795,114
S00157796,82
S00157797,102
S00157798,82
S00157799,104
S00157800,82
S00157801,89
S00157802,103
S00157803,86
S00157804,61
S00157805,100
S00157806,73
S00157807,84
S00157808,85
S00157809,94
S00157810,119
S00157811,79
S00157812,161
S00157813,117
S00157814,76
S00157815,113
S00157816,53
S00157817,69
S00157818,76
S00157819,79
S00157820,89
S00157821,110
S00157822,105
S00157823,94
S00157824,91
S00157825,133
S00157826,92
S00157827,59
S00157828,129
S00157829,93
S00157830,88
S00157831,125
S00157832,88
S00157833,60
S00157834,59
S00157835,75
S00157836,59
S00157837,411
S00157838,89
S00157839,111
S00157840,86
S00157841,113
S00157842,110
S00157843,82
S00157844,115
S00157845,80
S00157846,100
S00157847,117
S00157848,84
S00157849,52
S00157850,85
S00157851,94
S00157852,89
S00157853,68
S00157854,95
S00157855,98
S00157856,117
S00157857,110
S00157858,74
S00157859,122
S00157860,101
S00157861,80
S00157862,110
S00157863,92
S00157864,179
S00157865,91
S00157866,102
S00157867,74
S00157868,98
S00157869,77
S00157870,61
S00157871,96
S00157872,82
S00157873,80
S00157874,65
S00157875,61
S00157876,97
S00157877,59
S00157878,116
S00157879,74
S00157880,107
S00157881,65
S00157882,108
S00157883,82
S00157884,104
S00157885,115
S00157886,96
S00157887,102
S00157888,53
S00157889,92
S00157890,84
S00157891,100
S00157892,85
S00157893,103
S00157894,132
S00157895,111
S00157896,112
S00157897,67
S00157898,104
S00157899,80
S00157900,101
S00157901,86
S00157902,103
S00157903,108
S00157904,59
S00157905,124
S00157906,146
S00157907,82
S00157908,79
S00157909,85
S00157910,63
S00157911,85
S00157912,101
S00157913,73
S00157914,121
S00157915,61
S00157916,133
S00157917,76
S00157918,56
S00157919,81
S00157920,96
S00157921,81
S00157922,86
S00157923,88
S00157924,123
S00157925,133
S00157926,97
S00157927,98
S00157928,148
S00157929,89
S00157930,94
S00157931,96
S00157932,124
S00157933,94
S00157934,110
S00157935,82
S00157936,61
S00157937,111
S00157938,98
S00157939,82
S00157940,83
S00157941,84
S00157942,57
S00157943,104
S00157944,103
S00157945,128
S00157946,90
S00157947,79
S00157948,85
S00157949,99
S00157950,56
S00157951,114
S00157952,97
S00157953,71
S00157954,61
S00157955,76
S00157956,96
S00157957,75
S00157958,101
S00157959,95
S00157960,115
S00157961,73
S00157962,122
S00157963,83
S00157964,101
S00157965,100
S00157966,66
S00157967,97
S00157968,137
S00157969,56
S00157970,76
S00157971,87
S00157972,154
S00157973,66
S00157974,58
S00157975,85
S00157976,89
S00157977,68
S00157978,88
S00157979,62
S00157980,56
S00157981,77
S00157982,107
S00157983,60
S00157984,131
S00157985,106
S00157986,94
S00157987,78
S00157988,58
S00157989,62
S00157990,107
S00157991,88
S00157992,63
S00157993,83
S00157994,87
S00157995,84
S00157996,61
S00157997,64
S00157998,135
S00157999,86
S00158000,106
S00158001,82
S00158002,68
S00158003,104
S00158004,113
S00158005,69
S00158006,112
S00158007,94
S00158008,56
S00158009,75
S00158010,92
S00158011,113
S00158012,62
S00158013,85
S00158014,77
S00158015,87
S00158016,81
S00158017,72
S00158018,125
S00158019,84
S00158020,111
S00158021,78
S00158022,114
S00158023,94
S00158024,52
S00158025,61
S00158026,102
S00158027,52
S00158028,99
S00158029,101
S00158030,63
S00158031,105
S00158032,112
S00158033,75
S00158034,85
S00158035,79
S00158036,90
S00158037,81
S00158038,71
S00158039,83
S00158040,87
S00158041,106
S00158042,81
S00158043,60
S00158044,112
S00158045,96
S00158046,84
S00158047,68
S00158048,88
S00158049,111
S00158050,93
S00158051,111
S00158052,61
S00158053,99
S00158054,91
S00158055,113
S00158056,78
S00158057,128
S00158058,67
S00158059,81
S00158060,121
S00158061,70
S00158062,137
S00158063,60
S00158064,90
S00158065,119
S00158066,70
S00158067,56
S00158068,93
S00158069,118
S00158070,119
S00158071,93
S00158072,116
S00158073,61
S00158074,84
S00158075,111
S00158076,52
S00158077,158
S00158078,84
S00158079,64
S00158080,117
S00158081,110
S00158082,117
S00158083,88
S00158084,62
S00158085,109
S00158086,74
S00158087,94
S00158088,57
S00158089,110
S00158090,58
S00158091,53
S00158092,84
S00158093,82
S00158094,129
S00158095,73
S00158096,105
S00158097,103
S00158098,59
S00158099,187
S00158100,125
S00158101,86
S00158102,135
S00158103,69
S00158104,81
S00158105,81
S00158106,83
S00158107,81
S00158108,69
S00158109,65
S00158110,71
S00158111,117
S00158112,78
S00158113,122
S00158114,91
S00158115,60
S00158116,73
S00158117,135
S00158118,112
S00158119,93
S00158120,114
S00158121,62
S00158122,74
S00158123,112
S00158124,61
S00158125,65
S00158126,120
S00158127,72
S00158128,65
S00158129,63
S00158130,66
S00158131,73
S00158132,99
S00158133,69
S00158134,105
S00158135,79
S00158136,70
S00158137,82
S00158138,80
S00158139,89
S00158140,86
S00158141,124
S00158142,60
S00158143,121
S00158144,70
S00158145,88
S00158146,82
S00158147,91
S00158148,150
S00158149,74
S00158150,80
S00158151,80
S00158152,110
S00158153,65
S00158154,77
S00158155,94
S00158156,59
S00158157,130
S00158158,90
S00158159,62
S00158160,143
S00158161,70
S00158162,90
S00158163,91
S00158164,110
S00158165,61
S00158166,54
S00158167,105
S00158168,99
S00158169,118
S00158170,102
S00158171,70
S00158172,75
S00158173,82
S00158174,132
S00158175,73
S00158176,84
S00158177,107
S00158178,71
S00158179,81
S00158180,153
S00158181,78
S00158182,60
S00158183,164
S00158184,96
S00158185,106
S00158186,111
S00158187,65
S00158188,112
S00158189,112
S00158190,84
S00158191,129
S00158192,74
S00158193,109
S00158194,107
S00158195,128
S00158196,128
S00158197,68
S00158198,132
S00158199,95
S00158200,168
S00158201,100
S00158202,97
S00158203,87
S00158204,78
S00158205,112
S00158206,75
S00158207,91
S00158208,63
S00158209,115
S00158210,144
S00158211,156
S00158212,129
S00158213,118
S00158214,145
S00158215,59
S00158216,142
S00158217,81
S00158218,118
S00158219,118
S00158220,75
S00158221,105
S00158222,84
S00158223,125
S00158224,102
S00158225,100
S00158226,91
S00158227,209
S00158228,52
S00158229,96
S00158230,124
S00158231,82
S00158232,67
S00158233,88
S00158234,55
S00158235,78
S00158236,103
S00158237,141
S00158238,99
S00158239,103
S00158240,72
S00158241,125
S00158242,105
S00158243,70
S00158244,90
S00158245,69
S00158246,77
S00158247,130
S00158248,114
S00158249,85
S00158250,61
S00158251,105
S00158252,93
S00158253,80
S00158254,84
S00158255,72
S00158256,150
S00158257,97
S00158258,57
S00158259,59
S00158260,96
S00158261,145
S00158262,62
S00158263,72
S00158264,100
S00158265,65
S00158266,58
S00158267,110
S00158268,91
S00158269,93
S00158270,93
S00158271,100
S00158272,65
S00158273,93
S00158274,136
S00158275,109
S00158276,113
S00158277,105
S00158278,61
S00158279,144
S00158280,98
S00158281,128
S00158282,69
S00158283,106
S00158284,53
S00158285,103
S00158286,83
S00158287,57
S00158288,92
S00158289,71
S00158290,80
S00158291,143
S00158292,77
S00158293,62
S00158294,81
S00158295,94
S00158296,85
S00158297,96
S00158298,95
S00158299,158
S00158300,76
S00158301,94
S00158302,64
S00158303,68
S00158304,150
S00158305,108
S00158306,176
S00158307,120
S00158308,89
S00158309,86
S00158310,67
S00158311,133
S00158312,84
S00158313,149
S00158314,67
S00158315,95
S00158316,85
S00158317,80
S00158318,58
S00158319,78
S00158320,90
S00158321,135
S00158322,122
S00158323,99
S00158324,93
S00158325,118
S00158326,86
S00158327,76
S00158328,142
S00158329,171
S00158330,109
S00158331,157
S00158332,69
S00158333,74
S00158334,125
S00158335,183
S00158336,132
S00158337,79
S00158338,117
S00158339,152
S00158340,82
S00158341,187
S00158342,76
S00158343,136
S00158344,117
S00158345,64
S00158346,93
S00158347,75
S00158348,114
S00158349,138
S00158350,71
S00158351,82
S00158352,78
S00158353,128
S00158354,94
S00158355,68
S00158356,121
S00158357,80
S00158358,101
S00158359,84
S00158360,115
S00158361,108
S00158362,97
S00158363,118
S00158364,54
S00158365,79
S00158366,113
S00158367,84
S00158368,116
S00158369,117
S00158370,64
S00158371,105
S00158372,75
S00158373,67
S00158374,175
S00158375,102
S00158376,65
S00158377,54
S00158378,77
S00158379,183
S00158380,87
S00158381,117
S00158382,79
S00158383,134
S00158384,105
S00158385,117
S00158386,120
S00158387,113
S00158388,93
S00158389,143
S00158390,112
S00158391,83
S00158392,87
S00158393,74
S00158394,100
S00158395,137
S00158396,72
S00158397,60
S00158398,103
S00158399,55
S00158400,182
S00158401,111
S00158402,75
S00158403,80
S00158404,115
S00158405,79
S00158406,88
S00158407,96
S00158408,81
S00158409,120
S00158410,112
S00158411,59
S00158412,85
S00158413,110
S00158414,122
S00158415,112
S00158416,74
S00158417,78
S00158418,82
S00158419,60
S00158420,78
S00158421,176
S00158422,106
S00158423,80
S00158424,188
S00158425,60
S00158426,75
S00158427,73
