OutputArea,over16pop
S00150854,79
S00150855,81
S00150856,129
S00150857,138
S00150858,99
S00150859,64
S00150860,80
S00150861,111
S00150862,92
S00150863,112
S00150864,46
S00150865,74
S00150866,138
S00150867,104
S00150868,123
S00150869,123
S00150870,135
S00150871,158
S00150872,121
S00150873,90
S00150874,115
S00150875,131
S00150876,74
S00150877,72
S00150878,129
S00150879,144
S00150880,85
S00150881,81
S00150882,102
S00150883,89
S00150884,126
S00150885,88
S00150886,109
S00150887,98
S00150888,74
S00150889,92
S00150890,106
S00150891,98
S00150892,176
S00150893,69
S00150894,123
S00150895,80
S00150896,123
S00150897,85
S00150898,122
S00150899,63
S00150900,103
S00150901,103
S00150902,122
S00150903,151
S00150904,96
S00150905,116
S00150906,91
S00150907,74
S00150908,82
S00150909,107
S00150910,117
S00150911,82
S00150912,103
S00150913,79
S00150914,136
S00150915,88
S00150916,98
S00150917,94
S00150918,130
S00150919,48
S00150920,69
S00150921,96
S00150922,59
S00150923,111
S00150924,72
S00150925,144
S00150926,65
S00150927,114
S00150928,99
S00150929,82
S00150930,85
S00150931,85
S00150932,93
S00150933,95
S00150934,114
S00150935,73
S00150936,83
S00150937,68
S00150938,116
S00150939,57
S00150940,124
S00150941,83
S00150942,83
S00150943,75
S00150944,109
S00150945,57
S00150946,83
S00150947,114
S00150948,157
S00150949,83
S00150950,99
S00150951,97
S00150952,93
S00150953,122
S00150954,120
S00150955,78
S00150956,99
S00150957,84
S00150958,96
S00150959,110
S00150960,95
S00150961,114
S00150962,96
S00150963,102
S00150964,61
S00150965,79
S00150966,87
S00150967,91
S00150968,90
S00150969,64
S00150970,108
S00150971,98
S00150972,128
S00150973,81
S00150974,66
S00150975,102
S00150976,73
S00150977,78
S00150978,89
S00150979,117
S00150980,61
S00150981,97
S00150982,116
S00150983,113
S00150984,91
S00150985,91
S00150986,76
S00150987,88
S00150988,144
S00150989,66
S00150990,120
S00150991,87
S00150992,110
S00150993,105
S00150994,106
S00150995,128
S00150996,83
S00150997,89
S00150998,66
S00150999,73
S00151000,56
S00151001,92
S00151002,93
S00151003,94
S00151004,99
S00151005,121
S00151006,56
S00151007,122
S00151008,143
S00151009,62
S00151010,109
S00151011,123
S00151012,79
S00151013,80
S00151014,78
S00151015,99
S00151016,94
S00151017,85
S00151018,131
S00151019,182
S00151020,73
S00151021,64
S00151022,67
S00151023,100
S00151024,83
S00151025,78
S00151026,128
S00151027,85
S00151028,86
S00151029,104
S00151030,106
S00151031,115
S00151032,113
S00151033,61
S00151034,134
S00151035,99
S00151036,140
S00151037,90
S00151038,69
S00151039,86
S00151040,135
S00151041,125
S00151042,103
S00151043,151
S00151044,149
S00151045,92
S00151046,116
S00151047,146
S00151048,103
S00151049,96
S00151050,123
S00151051,81
S00151052,106
S00151053,193
S00151054,94
S00151055,139
S00151056,137
S00151057,153
S00151058,122
S00151059,164
S00151060,112
S00151061,159
S00151062,62
S00151063,93
S00151064,161
S00151065,131
S00151066,97
S00151067,98
S00151068,99
S00151069,83
S00151070,112
S00151071,128
S00151072,141
S00151073,183
S00151074,115
S00151075,155
S00151076,109
S00151077,138
S00151078,68
S00151079,114
S00151080,142
S00151081,130
S00151082,127
S00151083,148
S00151084,73
S00151085,139
S00151086,84
S00151087,56
S00151088,73
S00151089,72
S00151090,90
S00151091,81
S00151092,70
S00151093,105
S00151094,77
S00151095,93
S00151096,102
S00151097,67
S00151098,131
S00151099,87
S00151100,133
S00151101,120
S00151102,109
S00151103,88
S00151104,76
S00151105,95
S00151106,80
S00151107,239
S00151108,147
S00151109,140
S00151110,71
S00151111,81
S00151112,86
S00151113,120
S00151114,60
S00151115,88
S00151116,98
S00151117,105
S00151118,68
S00151119,124
S00151120,63
S00151121,59
S00151122,112
S00151123,104
S00151124,92
S00151125,114
S00151126,102
S00151127,101
S00151128,129
S00151129,75
S00151130,104
S00151131,133
S00151132,70
S00151133,59
S00151134,110
S00151135,100
S00151136,141
S00151137,75
S00151138,121
S00151139,79
S00151140,89
S00151141,68
S00151142,87
S00151143,82
S00151144,69
S00151145,98
S00151146,47
S00151147,120
S00151148,77
S00151149,110
S00151150,98
S00151151,111
S00151152,104
S00151153,123
S00151154,83
S00151155,85
S00151156,56
S00151157,94
S00151158,99
S00151159,71
S00151160,80
S00151161,61
S00151162,74
S00151163,51
S00151164,68
S00151165,139
S00151166,108
S00151167,112
S00151168,136
S00151169,85
S00151170,102
S00151171,132
S00151172,99
S00151173,71
S00151174,64
S00151175,104
S00151176,80
S00151177,92
S00151178,115
S00151179,108
S00151180,70
S00151181,87
S00151182,78
S00151183,101
S00151184,67
S00151185,105
S00151186,97
S00151187,150
S00151188,66
S00151189,70
S00151190,101
S00151191,60
S00151192,105
S00151193,66
S00151194,97
S00151195,64
S00151196,77
S00151197,99
S00151198,94
S00151199,127
S00151200,92
S00151201,132
S00151202,107
S00151203,102
S00151204,77
S00151205,77
S00151206,109
S00151207,85
S00151208,135
S00151209,114
S00151210,94
S00151211,57
S00151212,62
S00151213,90
S00151214,86
S00151215,102
S00151216,68
S00151217,95
S00151218,85
S00151219,109
S00151220,101
S00151221,107
S00151222,82
S00151223,72
S00151224,66
S00151225,77
S00151226,84
S00151227,122
S00151228,83
S00151229,111
S00151230,83
S00151231,126
S00151232,76
S00151233,86
S00151234,105
S00151235,147
S00151236,94
S00151237,110
S00151238,74
S00151239,128
S00151240,106
S00151241,107
S00151242,99
S00151243,132
S00151244,65
S00151245,105
S00151246,108
S00151247,79
S00151248,76
S00151249,108
S00151250,78
S00151251,110
S00151252,66
S00151253,80
S00151254,107
S00151255,85
S00151256,66
S00151257,104
S00151258,167
S00151259,75
S00151260,105
S00151261,56
S00151262,119
S00151263,62
S00151264,79
S00151265,82
S00151266,88
S00151267,90
S00151268,134
S00151269,75
S00151270,70
S00151271,98
S00151272,70
S00151273,84
S00151274,59
S00151275,129
S00151276,168
S00151277,106
S00151278,91
S00151279,82
S00151280,84
S00151281,135
S00151282,91
S00151283,67
S00151284,100
S00151285,101
S00151286,82
S00151287,106
S00151288,185
S00151289,95
S00151290,99
S00151291,157
S00151292,67
S00151293,100
S00151294,165
S00151295,158
S00151296,136
S00151297,94
S00151298,80
S00151299,78
S00151300,177
S00151301,110
S00151302,134
S00151303,140
S00151304,104
S00151305,85
S00151306,121
S00151307,84
S00151308,121
S00151309,112
S00151310,107
S00151311,91
S00151312,128
S00151313,102
S00151314,74
S00151315,104
S00151316,102
S00151317,157
S00151318,67
S00151319,186
S00151320,121
S00151321,63
S00151322,56
S00151323,94
S00151324,126
S00151325,77
S00151326,838
S00151327,105
S00151328,118
S00151329,194
S00151330,95
S00151331,91
S00151332,82
S00151333,79
S00151334,98
S00151335,82
S00151336,99
S00151337,95
S00151338,86
S00151339,87
S00151340,78
S00151341,140
S00151342,123
S00151343,66
S00151344,111
S00151345,147
S00151346,69
S00151347,97
S00151348,101
S00151349,88
S00151350,93
S00151351,102
S00151352,112
S00151353,70
S00151354,141
S00151355,101
S00151356,106
S00151357,94
S00151358,99
S00151359,91
S00151360,110
S00151361,88
S00151362,94
S00151363,102
S00151364,131
S00151365,115
S00151366,74
S00151367,61
S00151368,110
S00151369,60
S00151370,99
S00151371,84
S00151372,103
S00151373,101
S00151374,105
S00151375,144
S00151376,104
S00151377,132
S00151378,104
S00151379,101
S00151380,64
S00151381,154
S00151382,128
S00151383,112
S00151384,107
S00151385,125
S00151386,131
S00151387,58
S00151388,106
S00151389,78
S00151390,113
S00151391,109
S00151392,148
S00151393,92
S00151394,94
S00151395,90
S00151396,114
S00151397,123
S00151398,106
S00151399,94
S00151400,72
S00151401,113
S00151402,150
S00151403,119
S00151404,118
S00151405,138
S00151406,100
S00151407,94
S00151408,75
S00151409,83
S00151410,125
S00151411,151
S00151412,80
S00151413,102
S00151414,116
S00151415,140
S00151416,143
S00151417,114
S00151418,112
S00151419,89
S00151420,140
S00151421,137
S00151422,138
S00151423,74
S00151424,180
S00151425,87
S00151426,148
S00151427,105
S00151428,82
S00151429,97
S00151430,71
S00151431,101
S00151432,107
S00151433,79
S00151434,152
S00151435,100
S00151436,100
S00151437,84
S00151438,116
S00151439,67
S00151440,75
S00151441,117
S00151442,100
S00151443,110
S00151444,81
S00151445,105
S00151446,71
S00151447,126
S00151448,55
S00151449,114
S00151450,54
S00151451,89
S00151452,59
S00151453,121
S00151454,83
S00151455,110
S00151456,168
S00151457,86
S00151458,95
S00151459,71
S00151460,123
S00151461,72
S00151462,102
S00151463,92
S00151464,139
S00151465,74
S00151466,163
S00151467,121
S00151468,95
S00151469,132
S00151470,85
S00151471,91
S00151472,105
S00151473,111
S00151474,143
S00151475,88
S00151476,154
S00151477,159
S00151478,143
S00151479,82
S00151480,119
S00151481,72
S00151482,107
S00151483,121
S00151484,138
S00151485,87
S00151486,119
S00151487,91
S00151488,136
S00151489,54
S00151490,134
S00151491,126
S00151492,103
S00151493,73
S00151494,63
S00151495,100
S00151496,101
S00151497,136
S00151498,143
S00151499,90
S00151500,106
S00151501,87
S00151502,81
S00151503,85
S00151504,110
S00151505,106
S00151506,101
S00151507,61
S00151508,108
S00151509,84
S00151510,79
S00151511,106
S00151512,156
S00151513,107
S00151514,57
S00151515,78
S00151516,96
S00151517,94
S00151518,50
S00151519,81
S00151520,111
S00151521,134
S00151522,77
S00151523,119
S00151524,156
S00151525,102
S00151526,98
S00151527,72
S00151528,104
S00151529,91
S00151530,79
S00151531,128
S00151532,91
S00151533,114
S00151534,61
S00151535,115
S00151536,124
S00151537,133
S00151538,96
S00151539,86
S00151540,57
S00151541,109
S00151542,93
S00151543,106
S00151544,95
S00151545,150
S00151546,74
S00151547,94
S00151548,73
S00151549,83
S00151550,138
S00151551,71
S00151552,69
S00151553,88
S00151554,101
S00151555,76
S00151556,143
S00151557,150
S00151558,104
S00151559,71
S00151560,112
S00151561,76
S00151562,112
S00151563,83
S00151564,77
S00151565,155
S00151566,66
S00151567,99
S00151568,97
S00151569,133
S00151570,101
S00151571,109
S00151572,63
S00151573,83
S00151574,60
S00151575,166
S00151576,72
S00151577,132
S00151578,143
S00151579,67
S00151580,105
S00151581,125
S00151582,111
S00151583,123
S00151584,60
S00151585,62
S00151586,93
S00151587,66
S00151588,146
S00151589,109
S00151590,101
S00151591,67
S00151592,133
S00151593,88
S00151594,182
S00151595,67
S00151596,80
S00151597,130
S00151598,90
S00151599,112
S00151600,64
S00151601,110
S00151602,86
S00151603,48
S00151604,93
S00151605,116
S00151606,126
S00151607,112
S00151608,81
S00151609,59
S00151610,93
S00151611,90
S00151612,107
S00151613,89
S00151614,128
S00151615,63
S00151616,64
S00151617,60
S00151618,95
S00151619,104
S00151620,124
S00151621,81
S00151622,93
S00151623,80
S00151624,128
S00151625,63
S00151626,90
S00151627,144
S00151628,106
S00151629,85
S00151630,107
S00151631,99
S00151632,142
S00151633,147
S00151634,106
S00151635,105
S00151636,132
S00151637,85
S00151638,110
S00151639,86
S00151640,107
S00151641,88
S00151642,62
S00151643,148
S00151644,71
S00151645,133
S00151646,92
S00151647,74
S00151648,83
S00151649,162
S00151650,90
S00151651,91
S00151652,64
S00151653,73
S00151654,95
S00151655,109
S00151656,106
S00151657,75
S00151658,81
S00151659,61
S00151660,106
S00151661,92
S00151662,112
S00151663,137
S00151664,91
S00151665,117
S00151666,121
S00151667,55
S00151668,95
S00151669,106
S00151670,63
S00151671,108
S00151672,139
S00151673,99
S00151674,94
S00151675,100
S00151676,65
S00151677,95
S00151678,80
S00151679,108
S00151680,90
S00151681,104
S00151682,79
S00151683,124
S00151684,143
S00151685,93
S00151686,99
S00151687,106
S00151688,152
S00151689,146
S00151690,107
S00151691,76
S00151692,134
S00151693,93
S00151694,94
S00151695,77
S00151696,99
S00151697,86
S00151698,93
S00151699,111
S00151700,81
S00151701,129
S00151702,85
S00151703,181
S00151704,94
S00151705,139
S00151706,88
S00151707,61
S00151708,87
S00151709,76
S00151710,83
S00151711,110
S00151712,86
S00151713,56
S00151714,78
S00151715,157
S00151716,128
S00151717,77
S00151718,163
S00151719,72
S00151720,127
S00151721,88
S00151722,124
S00151723,101
S00151724,144
S00151725,155
S00151726,70
S00151727,154
S00151728,71
S00151729,93
S00151730,116
S00151731,146
S00151732,99
S00151733,229
S00151734,131
S00151735,128
S00151736,63
S00151737,96
S00151738,114
S00151739,87
S00151740,105
S00151741,105
S00151742,155
S00151743,130
S00151744,48
S00151745,156
S00151746,164
S00151747,177
S00151748,102
S00151749,66
S00151750,97
S00151751,92
S00151752,125
S00151753,68
S00151754,83
S00151755,97
S00151756,116
S00151757,62
S00151758,94
S00151759,86
S00151760,111
S00151761,69
S00151762,76
S00151763,76
S00151764,69
S00151765,131
S00151766,82
S00151767,57
S00151768,80
S00151769,137
S00151770,99
S00151771,88
S00151772,131
S00151773,129
S00151774,89
S00151775,107
S00151776,93
S00151777,113
S00151778,92
S00151779,123
S00151780,176
S00151781,90
S00151782,112
S00151783,56
S00151784,109
S00151785,98
S00151786,100
S00151787,118
S00151788,78
S00151789,122
S00151790,77
S00151791,108
S00151792,96
S00151793,80
S00151794,126
S00151795,74
S00151796,87
S00151797,103
S00151798,107
S00151799,74
S00151800,92
S00151801,93
S00151802,82
S00151803,87
S00151804,136
S00151805,141
S00151806,82
S00151807,113
S00151808,112
S00151809,88
S00151810,105
S00151811,132
S00151812,98
S00151813,124
S00151814,87
S00151815,153
S00151816,111
S00151817,81
S00151818,110
S00151819,114
S00151820,111
S00151821,118
S00151822,65
S00151823,122
S00151824,93
S00151825,133
S00151826,96
S00151827,106
S00151828,196
S00151829,117
S00151830,109
S00151831,97
S00151832,95
S00151833,132
S00151834,111
S00151835,89
S00151836,178
S00151837,71
S00151838,80
S00151839,171
S00151840,91
S00151841,84
S00151842,96
S00151843,141
S00151844,80
S00151845,84
S00151846,118
S00151847,90
S00151848,131
S00151849,91
S00151850,50
S00151851,101
S00151852,86
S00151853,101
S00151854,100
S00151855,82
S00151856,138
S00151857,179
S00151858,57
S00151859,66
S00151860,185
S00151861,83
S00151862,77
S00151863,103
S00151864,103
S00151865,80
S00151866,63
S00151867,96
S00151868,64
S00151869,91
S00151870,156
S00151871,118
S00151872,103
S00151873,125
S00151874,107
S00151875,105
S00151876,106
S00151877,157
S00151878,122
S00151879,148
S00151880,108
S00151881,109
S00151882,109
S00151883,103
S00151884,87
S00151885,104
S00151886,107
S00151887,150
S00151888,113
S00151889,86
S00151890,95
S00151891,142
S00151892,96
S00151893,82
S00151894,87
S00151895,91
S00151896,66
S00151897,147
S00151898,115
S00151899,110
S00151900,98
S00151901,141
S00151902,99
S00151903,102
S00151904,92
S00151905,93
S00151906,128
S00151907,68
S00151908,68
S00151909,112
S00151910,105
S00151911,93
S00151912,117
S00151913,115
S00151914,108
S00151915,72
S00151916,131
S00151917,128
S00151918,105
S00151919,81
S00151920,123
S00151921,135
S00151922,123
S00151923,86
S00151924,122
S00151925,96
S00151926,118
S00151927,179
S00151928,148
S00151929,141
S00151930,93
S00151931,157
S00151932,117
S00151933,84
S00151934,67
S00151935,88
S00151936,111
S00151937,141
S00151938,102
S00151939,96
S00151940,90
S00151941,138
S00151942,120
S00151943,111
S00151944,133
S00151945,78
S00151946,119
S00151947,89
S00151948,75
S00151949,91
S00151950,128
S00151951,134
S00151952,105
S00151953,83
S00151954,101
S00151955,61
S00151956,144
S00151957,131
S00151958,184
S00151959,59
S00151960,82
S00151961,145
S00151962,140
S00151963,115
S00151964,123
S00151965,104
S00151966,82
S00151967,126
S00151968,73
S00151969,161
