X,Y,OBJECTID,ALCOHOL_SALES,LICENCE_NO,PREMISES_REF,LICENCE_HOLDER,PREMISES_MANAGER,GRANTDATE,CHILDREN,COREDAYS,COREACTIVE,CAPACITY_ON,CAPACITY_OFF,MAP_EAST,MAP_NORTH,UPRN,DISTANCE,ADDRESS,LOG_STATUS,AREANAME,AREACODE,WARDNO,WARDNAME,INTERZONE
256718,666177,926,On,GC1513,Indian Street Foods (Glasgow) Ltd 1355 Argyle Street Glasgow G3 8AD  ,Indian Street Foods Limited,Asif Ali,2009/05/01 00:00:00+00,,Monday to,Premises ,91,,256718,666177,906700322089,,1355 Argyle Street Glasgow G3 8AD ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
261611,665606,927,On,GC1519,1282 Social Club 15 Wood Street Glasgow G31 3BZ  ,1282 Social Club,,2009/05/01 00:00:00+00,,Monday to,Premises ,220,,261611,665606,906700227946,,15 Wood Street Glasgow G31 3BZ ,,Dennistoun,12,22,Dennistoun,S02001928
257679,666816,928,On,GC1520,The Loveable Rogue 327 Great Western Road Glasgow G4 9HS  ,VVS Investments Limited,Charles Dickie,2009/05/01 00:00:00+00,,Monday to,Premises ,135,8,257679,666816,906700040220,,327 Great Western Road Glasgow G4 9HS ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
255768,666730,929,On,GC1534,Partick Bowling Club 30 Fortrose Street Glasgow G11 5NS  ,Partick Bowling Club,,2009/05/01 00:00:00+00,,Monday to,Premises ,100,,255768,666730,906700053601,,30 Fortrose Street Glasgow G11 5NS ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001955
253546,667239,930,On,GC1551,Victoria Park Bowling Club 1284 Dumbarton Road Glasgow G14 9EU  ,Victoria Park Bowling Club,,2009/05/01 00:00:00+00,,Monday to,Premises ,135,,253546,667239,906700031579,,1284 Dumbarton Road Glasgow G14 9EU ,,Anniesland / Jordanhill / Whiteinch,34,12,Victoria Park,S02001961
257201,667610,931,Off,GC1571,88 Queen Margaret Drive Glasgow G20 8NZ   ,Ravindran Kanagarajan,Ravindran Kanagarajan,2009/05/01 00:00:00+00,,Monday to,Premises ,,9.4,257201,667610,906700086219,,88 Queen Margaret Drive Glasgow G20 8NZ ,,Maryhill Road Corridor,39,11,Hillhead,S02001941
259139,665143,932,On,GC1622,Marble Global Buffet 44 Queen Street Glasgow G1 3DS  ,Great Coffee Limited,Yiming Wei,2009/05/01 00:00:00+00,,Monday to,Premises ,214,,259139,665143,906700081757,,44 Queen Street Glasgow G1 3DS ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
267873,665628,933,On,GC1631,Blairtummock Housing Hall 45 Boyndie Street Glasgow G34 9JL  ,Blairtummock Community Hall,Margaret Hume McFarlane Pi,2009/05/01 00:00:00+00,,Monday to,Premises ,91,,267873,665628,906700398264,,45 Boyndie Street Glasgow G34 9JL ,,Easterhouse,16,21,North East,S02001905
251509,669527,934,Off,GC1637,3 Duntreath Avenue Glasgow G13 4JG   ,Muhammad Akram,Jaspal Bassi,2009/05/01 00:00:00+00,,Monday to,Premises ,,23.5,251509,669527,906700043723,,3 Duntreath Avenue Glasgow G13 4JG ,,Knightswood,19,13,Garscadden/Scotstounhill,S02001965
253786,669050,935,Off,GC1640,55 Saxon Road Glasgow G13 2YQ   ,Shahid Ghulam,Aroosa Shahid,2009/05/01 00:00:00+00,,Monday to,Premises ,,15.7,253786,669050,906700354956,,55 Saxon Road Glasgow G13 2YQ ,,Temple / Anniesland,18,14,Drumchapel/Anniesland,S02001971
257908,665958,936,On,GC1652,The Koh - I - Noor 225 North Street Glasgow G3 7DL  ,K2 Restaurants Limited,Mark Andrew Jamieson,2009/05/01 00:00:00+00,,Monday to,Premises ,150,,257908,665958,906700091804,,225 North Street Glasgow G3 7DL ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001935
254847,663104,937,Off,GC1658,Spar Mosspark 188 Mosspark Drive Glasgow G52 1JS  ,The Partnership of Param jit Singh B,Gurwinder Kaur,2009/05/01 00:00:00+00,,Monday to,Premises ,,16.76,254847,663104,906700279324,,188 Mosspark Drive Glasgow G52 1JS ,,Bellahouston / Craigton / Mosspark,52,04,Cardonald,S02001858
255752,666575,938,On,GC1663,Down to Earth 351 Dumbarton Road Glasgow G11 6AL  ,DTE Juice Limited,Donna Marie Devenney Farre,2009/05/01 00:00:00+00,,Monday to,Premises ,36,,255752,666575,906700317948,,351 Dumbarton Road Glasgow G11 6AL ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
256990,668187,939,Off,GC1666,Sangha General Stores 157 Garrioch Road Glasgow G20 8RJ  ,Jasvinder Atwal,Harvinder Battu,2009/05/01 00:00:00+00,,Monday to,Premises ,,9.3,256990,668187,906700049462,,157 Garrioch Road Glasgow G20 8RJ ,,Maryhill Road Corridor,39,15,Maryhill,S02001941
251063,668869,940,Off,GC1667,2483/2485 Dumbarton Road Glasgow G14 0PR   ,Tahir Iqbal,Tahir Iqbal,2009/05/01 00:00:00+00,,Monday to,Premises ,,10.4,251063,668869,906700035033,,2483 Dumbarton Road Glasgow G14 0PR ,,Yoker / Scotstoun,15,13,Garscadden/Scotstounhill,S02001964
257590,665678,941,On & Off,GC1671,Pickled Ginger 512 St Vincent Street Glasgow G3 8XZ  ,Rosemount Taverns Limited,Stephanos Kontos,2009/05/01 00:00:00+00,,On Sales ,Premises ,78,7.8,257590,665678,906700095270,,512 St Vincent Street Glasgow G3 8XZ ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001935
254700,665008,942,Off,GC1672,Craigton Grocers 96 Craigton Road Glasgow G51 3RQ  ,Craigton Grocers Ltd,Patrick Nassar Mohammed Ak,2009/05/01 00:00:00+00,,Monday to,Premises ,,29.6,254700,665008,906700161507,,96 Craigton Road Glasgow G51 3RQ ,,Greater Govan,1,05,Govan,S02001856
262001,667612,943,Off,GC1673,Star 5 in 1 Takeaway 560A Broomfield Road Glasgow G21 3HN  ,Naseem Hussain,Rafi Mohammed,2009/05/01 00:00:00+00,,Monday to,Premises ,,14,262001,667612,906700143671,,560A Broomfield Road Glasgow G21 3HN ,,Balornock/ Barmulloch,26,17,Springburn/Robroyston,S02001920
259003,665844,944,On,GC1676,Glee Club Unit 4 UGC Developments 11 Renfrew Street Glasgow G2 3AL ,Comic Enterprises Limited,Steven Mowatt,2009/05/01 00:00:00+00,,Monday to,Premises ,894,,259003,665844,906700381703,,11 Renfrew Street Glasgow G2 3AB ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
260060,659299,945,Off,GC1678,Iceland Foods Limited 37 Castlemilk Arcade Glasgow G45 9AA  ,Iceland Foods Limited,Marcello Petrucci,2009/05/01 00:00:00+00,,Monday to,Premises ,,9.95,260060,659299,906700245441,,37 Castlemilk Arcade Glasgow G45 9AA ,,Castlemilk,20,01,Linn,S02001882
260551,668406,946,Off,GC1681,143 Balgrayhill Road Glasgow G21 3AF   ,Yasir Mirza,Yasir Mirza,2009/05/01 00:00:00+00,,Monday to,Premises ,,47,260551,668406,906700335431,,Unit 3 145 Balgrayhill Road Glasgow G21 3AF ,,Springburn,24,17,Springburn/Robroyston,S02001923
255101,666581,947,On,GC1688,Bibi's 599 Dumbarton Road Glasgow G11 6HY  ,Dumbarton Road Properties Limited,,2009/05/01 00:00:00+00,,Monday to,Premises ,40,0,255101,666581,906700028991,,599 Dumbarton Road Glasgow G11 6HY ,,Broomhill / Partick West,33,12,Victoria Park,S02001954
259173,660571,948,Off,GC1698,Scotmid 1125-1133 Aitkenhead Road Kingspark Glasgow G44 5SL ,Scottish Midland Co-operative Societ,Caroline O'Donnell,2009/05/01 00:00:00+00,,Monday to,Premises ,,48.3,259173,660571,906700372861,,1127 Aikenhead Road Glasgow G44 5SL ,,Croftfoot,10,01,Linn,S02001884
264072,662668,949,On,GC1711,Tollcross Bowling Club 153 Causewayside Street Glasgow G32 8LP  ,Tollcross Bowling Club,,2009/05/01 00:00:00+00,,Monday to,Premises ,65,,264072,662668,906700150188,,153 Causewayside Street Glasgow G32 8LP ,,Tollcross / West Shettleston,56,19,Shettleston,S02001897
254255,666875,950,Off,GC1713,Lifestyle Express 1014 Dumbarton Road Glasgow G14 9UJ  ,Five Star Retail Ltd,Aqil Jaffri,2009/05/01 00:00:00+00,,Monday to,Premises ,,7.6,254255,666875,906700027986,,1014 Dumbarton Road Glasgow G14 9UJ ,,Anniesland / Jordanhill / Whiteinch,34,12,Victoria Park,S02001961
259582,665025,951,On,GC1721,Mharsanta 26 Bell Street Glasgow G1 1LG  ,Mharsanta Limited,Mae MacInnes,2009/05/01 00:00:00+00,,Monday to,Premises ,175,,259582,665025,906700356816,,26 Bell Street Glasgow G1 1LG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
256661,667075,952,Off,GC1397,Sainsbury's 169 Great George Street Glasgow G12 8AQ  ,Sainsbury's SL Limited,Justine Myles,2009/05/08 00:00:00+00,,Monday to,Premises ,,13.4,256661,667075,906700409653,,169 Great George Street Glasgow G12 8AQ ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
265201,664853,953,Off,GC1402,Premier Springboig 60 Springboig Road Glasgow G32 0UJ  ,Jasbinder Kooner,Jasbinder Kooner,2009/05/08 00:00:00+00,,Monday to,Premises ,,24.7,265201,664853,906700240672,,62 Springboig Road Glasgow G32 0JU ,,Springboig / Barlanark,41,18,East Centre,S02001914
256633,666140,954,On & Off,GC1425,Grunting Growler 51 Old Dumbarton Road Glasgow G3 8RF  ,Jahad Hatu,Nicole Walker,2009/05/08 00:00:00+00,,Monday to,Premises ,20,16.71,256633,666140,906700083346,,51 Old Dumbarton Road Glasgow G3 8RF ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
259417,665127,955,On,GC1432,Citation 40 Wilson Street Glasgow G1 1HD  ,Bathsheba (Properties) Limited,Kimberley Toland,2009/05/08 00:00:00+00,,Monday to,Premises ,675,12,259417,665127,906700404413,,40 Wilson Street Glasgow G1 1HD ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
257194,665860,956,On,GC1457,Villa Toscana 1080 Argyle Street Glasgow G3 8LY  ,Antonio Maloku,Antonio Maloku,2009/05/08 00:00:00+00,,Monday to,Premises ,49,,257194,665860,906700005709,,1080 Argyle Street Glasgow G3 8LY ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
256670,661285,957,Off,GC1470,Morrisons 117 Riverford Road Glasgow G43 1PU  ,WM Morrison Supermarkets Plc,David John Marr,2009/05/08 00:00:00+00,,Monday to,Premises ,,257.33,256670,661285,906700344140,,Morrisons 117 Riverford Road Glasgow G43 1PU ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
258046,660629,958,Off,GC1471,Value Convenience Store 132 Newlands Road Glasgow G44 4ER  ,Mohammad Iqbal Akrami,Mohammed Akram Ghaffar ,2009/05/08 00:00:00+00,,Monday to,Premises ,,12.9,258046,660629,906700278339,,132 Newlands Road Glasgow G44 4ER ,,Newlands / Cathcart,43,07,Langside,S02001877
260716,665384,959,Off,GC1482,Lifestyle Express 152 Ark Lane Glasgow G31 2JS  ,Partnership of Meenakshi & Sanjay Ma,Raja Shabir,2009/05/08 00:00:00+00,,Monday to,Premises ,,12.9,260716,665384,906700132549,,152 Ark Lane Glasgow G31 2JS ,,Dennistoun,12,22,Dennistoun,S02001927
264060,664193,960,Off,GC1496,Kraken Grocers Limited 936-942 Shettleston Road Glasgow G32 7XW  ,Bhupinder Singh Sahota,Zeeshan Farooq,2009/05/08 00:00:00+00,,Monday to,Premises ,,10.7,264060,664193,906700207733,,936 Shettleston Road Glasgow G32 7XW ,,Tollcross / West Shettleston,56,19,Shettleston,S02001911
256315,666686,961,On & Off,GC1502,Thunderdog Pub and Diner 71-77 Byres Road Glasgow G11 5HN  ,Iona Pub Partnership (Scotland) Ltd,Demi Louise Doogan,2009/05/08 00:00:00+00,,On Sales ,Premises ,232,8.6,256315,666686,906700352899,,71 Byres Road Glasgow G11 5HN ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
253373,659766,962,On,GC1503,Darnley Bowling Club 124 Glen Moriston Road Glasgow G53 7HN  ,Darnley Bowling Club,,2009/05/08 00:00:00+00,,Monday to,Premises ,60,,253373,659766,906700380237,,120 Glen Moriston Road Glasgow G53 7HT ,,South Nitshill / Darnley,46,03,Greater Pollok,S02001843
258685,665658,963,On & Off,GC1512,Buck's Bar 111 West Regent Street Glasgow G2 2RU  ,Buck's Bar Limited,Jamie Gold,2009/05/08 00:00:00+00,,On Sales ,Premises ,210,0,258685,665658,906700411881,,111 West Regent Street Glasgow G2 2RU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
264042,663305,964,Off,GC1531,Liquor Barn 1043 Tollcross Road Glasgow G32 8UQ  ,Meena Marwaha,Kamal Marwaha,2009/05/08 00:00:00+00,,Monday to,Premises ,,31.5,264042,663305,906700377592,,1043 Tollcross Road Glasgow G32 8UQ ,,Tollcross / West Shettleston,56,19,Shettleston,S02001896
258753,665384,965,On,GC1538,Rumi Bar and Restaurant 96/98 Hope Street Glasgow G2 6PH  ,LAL (Public House) Limited,Zafer Bayrakci,2009/05/08 00:00:00+00,,Monday to,Premises ,135,,258753,665384,906700065985,,Standard Buildings 96 Hope Street Glasgow G2 6PH ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258065,665975,966,On,GC1541,Nanakusa 441 Sauchiehall Street Glasgow G2 3LG  ,Nanakusa Catering,Neil Fergusson,2009/05/08 00:00:00+00,,Monday to,Premises ,120,,258065,665975,906700104332,,441 Sauchiehall Street Glasgow G2 3LG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
255832,668513,967,Off,GC1599,103 Cleveden Road Glasgow G12 0JU   ,CJ Lang & Son Limited,Brian Thomas Watson,2009/05/08 00:00:00+00,,Monday to,Premises ,,29.63,255832,668513,906700323963,,103 Cleveden Road Glasgow G12 0JU ,,Kelvindale / Kelvinside,37,23,Partick East/Kelvindale,S02001950
256246,666550,968,On & Off,GC1601,Santa Lucia 10 Byres Road Glasgow G11 5JY  ,New Globe Investments Ltd,Mariano Angelo Strazzullo,2009/05/08 00:00:00+00,,On Sales ,Premises ,150,15,256246,666550,906700020246,,10 Byres Road Glasgow G11 5JY ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
263449,665725,969,Off,GC1628,USAVE 77 Gartcraig Road Glasgow G33 2NW  ,Anshu Chandra,Abhinav Dhamija,2009/05/08 00:00:00+00,,Monday to,Premises ,,29.4,263449,665725,906700414148,,77 Gartcraig Road Glasgow G33 2NW ,,Riddrie / Cranhill,11,18,East Centre,S02001913
256007,666630,970,On,GC1629,Mr India's Balti & Dosa House 11/13 Hyndland Street Glasgow G11 5QE  ,Partnership of Zhiyao Zhao and Ting ,Kushbier Singh Sumal,2009/05/08 00:00:00+00,,Monday to,Premises ,40,,256007,666630,906700057295,,11 Hyndland Street Glasgow G11 5QE ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
259140,665158,971,On,GC1662,Ichiban 1st & 2nd Floor 50 Queen Street Glasgow G1 3DS ,Ichiban Scotland Limited,Steven Tsang,2009/05/08 00:00:00+00,,Monday to,Premises ,80,,259140,665158,906700377913,,Storey 1 50 Queen Street Glasgow G1 3DS ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259219,664697,972,On,GC1675,Holiday Inn Express 122 Stockwell Street Glasgow G1 4LW  ,Atlas Hotels (Trading) Limited,Craig Renfrew,2009/05/08 00:00:00+00,,Monday to,Premises ,130,,259219,664697,906700340619,,122 Stockwell Street Glasgow G1 4LW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
256141,666551,973,On & Off,GC1690,Bag O'Nails 165 Dumbarton Road Glasgow G11 6AA  ,One Leisure Partick Limited,Syd Vervaeke ,2009/05/08 00:00:00+00,,On Sales ,Premises ,416,12,256141,666551,906700038480,,163 Dumbarton Road Glasgow G11 6AA ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
256636,666983,974,On,GC1696,Ramen Dayo 31 Ashton Lane Glasgow G12 8SJ  ,Waribashi Ltd,Paul Elder Beveridge,2009/05/08 00:00:00+00,,Monday to,Premises ,28,,256636,666983,906700006545,,35 Ashton Lane Glasgow G12 8SJ ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
257081,661911,975,Off,GC1700,Iceland Foods Limited 62/70 Kilmarnock Road Glasgow G41 3NN  ,Iceland Foods Limited,Kenneth McGlynn,2009/05/08 00:00:00+00,,Monday to,Premises ,,8.15,257081,661911,906700366215,,Storey Ground 70 Kilmarnock Road Glasgow G41 3NN ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
256337,666505,976,On & Off,GC0125,Gallus 80 Dumbarton Road Glasgow G11 6NX  ,Greene King Brewing & Retailing Limi,Claire Hughes,2009/05/11 00:00:00+00,,On Sales ,Premises ,195,13.5,256337,666505,906700036561,,80 Dumbarton Road Glasgow G11 6NX ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
256584,666193,977,On & Off,GC0133,Elena's Spanish Bar & Restaurant 90 Old Dumbarton Road Glasgow G3 8PZ  ,Reyess Ltd,Neil Ross Murray McEwan,2009/05/11 00:00:00+00,,On Sales ,Premises ,135,11.3,256584,666193,906700084239,,92 Old Dumbarton Road Glasgow G3 8PZ ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
257889,666740,978,On & Off,GC0134,Wintersgills 226 Great Western Road Glasgow G4 9EJ  ,Greene King Retailing Ltd,,2009/05/11 00:00:00+00,,On Sales ,Premises ,216,22.5,257889,666740,906700045211,,228 Great Western Road Glasgow G4 9EJ ,,Hillhead / Woodlands,30,11,Hillhead,S02001938
