X,Y,OBJECTID,ALCOHOL_SALES,LICENCE_NO,PREMISES_REF,LICENCE_HOLDER,PREMISES_MANAGER,GRANTDATE,CHILDREN,COREDAYS,COREACTIVE,CAPACITY_ON,CAPACITY_OFF,MAP_EAST,MAP_NORTH,UPRN,DISTANCE,ADDRESS,LOG_STATUS,AREANAME,AREACODE,WARDNO,WARDNAME,INTERZONE
254649,664073,515,Off,GC0518,Parkview Supermarket 1278 Paisley Road West Glasgow G52 1DP  ,Abhay Singh,Abhay Singh,2008/10/10 00:00:00+00,,Monday to,Premises ,,13,254649,664073,906700200398,,1278 Paisley Road West Glasgow G52 1DP ,,Bellahouston / Craigton / Mosspark,52,06,Pollokshields,S02001857
252372,664007,516,Off,GC0527,Nisa Local 54 Hillington Road South Glasgow G52 2AA  ,Khalid Javed,Claire Flannery,2008/10/10 00:00:00+00,,Monday to,Premises ,,30,252372,664007,906700165854,,54 Hillington Road South Glasgow G52 2AA ,,North Cardonald / Penilee,49,04,Cardonald,S02001854
256285,660266,517,On,GC0531,Hillpark Bowling & Tennis Club 48 Tinto Road Glasgow G43 2AH  ,Hillpark Bowling & Tennis Club,,2008/10/10 00:00:00+00,,Monday to,Premises ,120,,256285,660266,906700309263,,48 Tinto Road Glasgow G43 2AH ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001875
253359,663392,518,Off,GC0534,Nisa Day to Days 824 Mosspark Drive Glasgow G52 3DA  ,Fayzan Rashid,Bilal Aslam Malik,2008/10/10 00:00:00+00,,Monday to,Premises ,,24.2,253359,663392,906700203391,,824 Mosspark Drive Glasgow G52 3DA ,,Crookston /South Cardonald,51,04,Cardonald,S02001850
268138,663996,519,Off,GC0558,Lidl Great Britain Limited 180 Main Street Baillieston Glasgow G69 6AH ,Lidl Great Britain Limited,Rebecca Stirling,2008/10/10 00:00:00+00,,Monday to,Premises ,,60.9,268138,663996,906700318851,,180 Main Street Baillieston Glasgow G69 6AH ,,Baillieston / Garrowhill,42,20,Baillieston,S02001901
255519,664568,520,On,GC0613,"Main Stand, Ibrox Stadium Ibrox Stadium 150 Edmiston Drive Glasgow G51 2XD ",The Rangers Football Club Limited,Taylor Bolger,2008/10/10 00:00:00+00,,Monday to,Premises ,3299,,255519,664568,906700159613,,Ibrox Stadium 150 Edmiston Drive Glasgow G51 2XD ,,Ibrox / Kingston,2,05,Govan,S02001859
255641,664325,521,Off,GC0678,Ibrox Convenience 556 Paisley Road West Glasgow G51 1RF  ,Sanjeev Singh,Naeem Arif,2008/10/10 00:00:00+00,,Monday to,Premises ,,9.9,255641,664325,906700197618,,556 Paisley Road West Glasgow G51 1RF ,,Ibrox / Kingston,2,05,Govan,S02001860
254798,666670,522,On & Off,GC0810,734 Dumbarton Road Glasgow G11 6RD   ,The Glasgow Buttery Limited,Joss McKendrick,2008/10/10 00:00:00+00,,On Sales ,Premises ,44,5.5,254798,666670,906700032542,,734 Dumbarton Road Glasgow G11 6RD ,,Broomhill / Partick West,33,12,Victoria Park,S02001959
258831,665531,523,On,GC0819,Blue Dog Bowring Building 153 West George Street Glasgow G2 2JJ ,Jessiesgw23 Limited,David Charles Johnstone,2008/10/10 00:00:00+00,,Monday to,Premises ,189,,258831,665531,906700384203,,Bowring Building 153 West George Street Glasgow G2 2JJ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258129,665748,524,On,GC0822,Safestay Glasgow 27 Elmbank Street Glasgow G2 4PB  ,Safestay (Edinburgh) Hostel Limited,Tiago Maria Themudo Barata,2008/10/10 00:00:00+00,,Monday to,Premises ,60,,258129,665748,906700052546,,25 Elmbank Street Glasgow G2 4PB ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
259072,668029,525,On & Off,GC0865,281 Saracen Street Glasgow G22 5JX   ,Qin He,Qin He,2008/10/10 00:00:00+00,,On Sales ,Premises ,250,0,259072,668029,906700106100,,281 Saracen Street Glasgow G22 5JX ,,Ruchill / Possilpark,38,16,Canal,S02001942
256610,666151,526,On & Off,GC0236,67 Old Dumbarton Road Glasgow G3 8RF   ,Finematch Limited,Naomi Hart,2008/10/24 00:00:00+00,,On Sales ,Premises ,143,10.1,256610,666151,906700084135,,67 Old Dumbarton Road Glasgow G3 8RF ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
258955,665260,527,On & Off,GC0525,Tabac 10 Mitchell Lane Glasgow G1 3NU  ,Lazzurri Group Ltd,Kirsty Lennon,2008/10/24 00:00:00+00,,On Sales ,Premises ,240,17.28,258955,665260,906700087208,,10 Mitchell Lane Glasgow G1 3NU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
263938,663310,528,On & Off,GC0663,Bells Bar 990 Tollcross Road Glasgow G32 8UP  ,Anne Marie Crampshee,Anne Marie Crampshee,2008/10/24 00:00:00+00,,On Sales ,Premises ,60,12,263938,663310,906700228438,,990 Tollcross Road Glasgow G32 8UP ,,Tollcross / West Shettleston,56,19,Shettleston,S02001896
256615,666999,529,On & Off,GC0788,The Grosvenor Grosvenor Cinema 36 Ashton Lane Glasgow G12 8SJ ,Scotsman Group plc,Alanna Beattie,2008/10/24 00:00:00+00,,On Sales ,Premises ,869,15.7,256615,666999,906700006636,,24 Ashton Lane Glasgow G12 8SJ ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
262630,664418,530,On,GC0804,Mecca Bingo Club 1221 Duke Street Glasgow G31 5NZ  ,Mecca Bingo Limited,Paul McGlinchey,2008/10/24 00:00:00+00,,Monday to,Premises ,2336,,262630,664418,906700152296,,Mecca Bingo Hall 1221 Duke Street Glasgow G31 5NZ ,,Tollcross / West Shettleston,56,19,Shettleston,S02001912
258671,664230,531,On,GC0908,O2 Glasgow Academy 121 Eglinton Street Glasgow G5 9NT  ,Academy Music Group Limited,Sean Rory Patrick Flanagan,2008/10/24 00:00:00+00,,Monday to,Premises ,2496,,258671,664230,906700268955,,121 Eglinton Street Glasgow G5 9NT ,,Greater Gorbals,3,08,Southside Central,S02001890
258751,665493,532,On & Off,GC0911,Roberta's 140 St Vincent Street Glasgow G2 5LA  ,Castlebrook Holdings Limited,Angelina McMillan,2008/10/24 00:00:00+00,,On Sales ,Premises ,155,16,258751,665493,906700095474,,140 St Vincent Street Glasgow G2 5LA ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257702,664795,533,On,GC0915,Alea Casino 4A Springfield Quay Glasgow G5 8NP  ,London Clubs Glasgow Limited,Andrew James Coutts,2008/10/24 00:00:00+00,,Monday to,Premises ,1144,,257702,664795,906700409839,,4A Springfield Quay Glasgow G5 8NP ,,Ibrox / Kingston,2,05,Govan,S02001890
264148,662995,534,On & Off,GC0528,Elders Bar 72 Causewayside Street Glasgow G32 8LU  ,Robert McIntyre,Mary McNamee,2008/12/12 00:00:00+00,,On Sales ,Premises ,155,1.8,264148,662995,906700149318,,72 Causewayside Street Glasgow G32 8LU ,,Tollcross / West Shettleston,56,19,Shettleston,S02001896
266391,665318,535,Off,GC0529,Newhills Superstore Limited 25 / 27 Newhills Road Glasgow G33 4HH  ,One-O-One Convenience Stores Limited,Helen Farrell,2008/12/12 00:00:00+00,,Monday to,Premises ,,26.1,266391,665318,906700193995,,25 Newhills Road Glasgow G33 4HH ,,Springboig / Barlanark,41,20,Baillieston,S02001907
252103,661254,536,On & Off,GC0738,1357 / 1359 Barrhead Road Glasgow G53 7DA   ,Iceberg Enterprise Limited,Asif Sharif,2008/12/12 00:00:00+00,,On Sales ,Premises ,78,28.8,252103,661254,906700233818,,1359 Barrhead Road Glasgow G53 7DA ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001848
254525,668448,537,On & Off,GC0840,The Glasgow High School Club 637 Crow Road Glasgow G13 1PL  ,The Glasgow High School Club,,2009/01/19 00:00:00+00,,On Sales ,Premises ,270,,254525,668448,906700026712,,Glasgow High School 637 Crow Road Glasgow G13 1PL ,,Anniesland / Jordanhill / Whiteinch,34,12,Victoria Park,S02001958
254386,664813,538,On,GC0930,Fairfield Bowling Club 85 Shieldhall Road Glasgow G52 4XA  ,Fairfield Bowling Club,,2009/01/19 00:00:00+00,,Monday to,Premises ,100,,254386,664813,906700219963,,85 Shieldhall Road Glasgow G51 4XA ,,Greater Govan,1,05,Govan,S02001857
265474,663455,539,On & Off,GC0932,Sandyhills Golf Club 223 Sandyhills Road Glasgow G32 9NA  ,Sandyhills Golf Club,,2009/01/19 00:00:00+00,,On Sales ,Premises ,140,3.67,265474,663455,906700385965,,House Sandyhills Golf Club 223 Sandyhills Road Glasgow G32 9NA ,,Mount Vernon / East Shettleston,55,19,Shettleston,S02001899
258647,669245,540,Off,GC0945,Lambhill Dairy and Newsagent 7/9 Kilfinan Street Glasgow G22 6QR  ,Baljinder Singh Bajwa,Sheikh Abid Yousaf,2009/01/19 00:00:00+00,,Monday to,Premises ,,17.5,258647,669245,906700070415,,7 Kilfinan Street Glasgow G22 6QR ,,Lambhill / Milton,35,16,Canal,S02001943
257138,665973,541,Off,GC0947,Kelvingrove Store 906/908 Sauchiehall Street Glasgow G3 7TE  ,Muhammad Ammaar,Muhammad Ammaar,2009/01/19 00:00:00+00,,Monday to,Premises ,,8.7,257138,665973,906700105355,,910 Sauchiehall Street Glasgow G3 7TF ,,Hillhead / Woodlands,30,10,Anderston/City/Yorkhill,S02001936
263019,663855,542,Off,GC0949,Nisa Express 360 Tollcross Road Glasgow G31 4XR  ,Muhammad Kaleem,Kashif Siraj,2009/01/19 00:00:00+00,,Monday to,Premises ,,16.9,263019,663855,906700218542,,360 Tollcross Road Glasgow G31 4XR ,,Parkhead / Dalmarnock,27,09,Calton,S02001895
259606,659872,543,On,GC0950,Croftfoot Bowling Club 5 Thorncroft Drive Glasgow G44 5HW  ,Croftfoot Bowling Club,,2009/01/19 00:00:00+00,,Monday to,Premises ,200,,259606,659872,906700315700,,3 Thorncroft Drive Glasgow G44 5HW ,,Croftfoot,10,01,Linn,S02001883
255440,667385,544,Off,GC0956,100 Clarence Drive Glasgow G12 9RN   ,The Firm of Singh & Kaur,Daljit Singh,2009/01/19 00:00:00+00,,Monday to,Premises ,,10.2,255440,667385,906700025180,,100 Clarence Drive Glasgow G12 9RN ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001956
256267,666529,545,On,GC0957,120 Dumbarton Road Glasgow G11 6NY   ,Chao Niu,Yihang Sun,2009/01/19 00:00:00+00,,Monday to,Premises ,50,,256267,666529,906700037578,,120 Dumbarton Road Glasgow G11 6NY ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
254903,669198,546,On,GC0958,I-Chai 1015 Crow Road Glasgow G13 1JP  ,Chia Fay Lee,Tik Hung,2009/01/19 00:00:00+00,,Monday to,Premises ,30,2.1,254903,669198,906700037097,,1015 Crow Road Glasgow G13 1JP ,,Temple / Anniesland,18,14,Drumchapel/Anniesland,S02001970
259006,664874,547,On,GC0961,The 32 Counties 72 Howard Street Glasgow G1 4EE  ,The 32 Counties Limited,Mairi Pauline Currie,2009/01/19 00:00:00+00,,Monday to,Premises ,106,7,259006,664874,906700060018,,72 Howard Street Glasgow G1 4EE ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259295,660334,548,On,GC0962,Church of Christ the King Church Hall 220 Carmunnock Road Glasgow G44 5AP ,CTK Hall Limited,Mary Anne Toland,2009/01/19 00:00:00+00,,Monday to,Premises ,210,,259295,660334,906700357993,,Church Of Christ The King 220 Carmunnock Road Glasgow G44 5AP ,,Cathcart / Simshill,9,01,Linn,S02001886
261363,665344,549,Off,GC0975,Armadale Store 97 Armadale Street Glasgow G31 2PS  ,Satwant Kaur Cheema,Ajmer Singh Cheema,2009/01/19 00:00:00+00,,Monday to,Premises ,,19,261363,665344,906700133383,,97 Armadale Street Glasgow G31 2PS ,,Dennistoun,12,22,Dennistoun,S02001930
260558,667714,550,On & Off,GC0981,Shevlane's Bar 151 Springburn Way Glasgow G21 1DT  ,The Firm of Shevlane's Bar,,2009/01/19 00:00:00+00,,On Sales ,Premises ,112,5,260558,667714,906700219124,,151 Springburn Way Glasgow G21 1DT ,,Springburn,24,17,Springburn/Robroyston,S02001922
258990,665868,551,On,GC0982,Little Vietnam 24 Renfrew Street Glasgow G2 3BW  ,Thanh Ngan Ltd,Thi Hoai Houng Nguyen,2009/01/19 00:00:00+00,,Monday to,Premises ,112,,258990,665868,906700388629,,24 Renfrew Street Glasgow G2 3BW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257397,667033,552,Off,GC0984,Co-op 470 Great Western Road Glasgow G12 8EW  ,Co-operative Group Food Limited,Duncan Alastair Rainey ,2009/01/19 00:00:00+00,,Monday to,Premises ,,24.41,257397,667033,906700366589,,470 Great Western Road Glasgow G12 8EW ,,Hillhead / Woodlands,30,11,Hillhead,S02001939
259525.95,664993.060000001,553,On,GC0986,Merchant on Candleriggs 20 Candleriggs Glasgow G1 1LD  ,John Wilson,Paul Robertson,2009/01/19 00:00:00+00,,Monday to,Premises ,189,,259525.95,664993.06,906700021801,,20 Candleriggs Glasgow G1 1LD ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
262138,664954,554,Off,GC0999,J&C Mini Origin Ltd 953 Duke Street Glasgow G31 1LZ  ,Sayeida Bi,Consalvee Charles,2009/01/19 00:00:00+00,,Monday to,Premises ,,8.1,262138,664954,906700036541,,953 Duke Street Glasgow G31 1LZ ,,Haghill / Carntyne,13,22,Dennistoun,S02001929
257287,662138,555,Off,GC1005,Co-operative Group Limited 1060 Pollokshaws Road Glasgow G41 3EB  ,Co-operative Group Food Limited,Michael Duffin,2009/01/19 00:00:00+00,,Monday to,Premises ,,47.255,257287,662138,906700293662,,1060 Pollokshaws Road Glasgow G41 3EA ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
264416,664151,556,Off,GC1008,Greens of Shettleston 1158 Shettleston Road Glasgow G32 7PQ  ,Greens Retail Ltd,Susan Shewan,2009/01/19 00:00:00+00,,Monday to,Premises ,,28.4,264416,664151,906700211320,,1158 Shettleston Road Glasgow G32 7PQ ,,Tollcross / West Shettleston,56,19,Shettleston,S02001910
256995,665933,557,On,GC1009,Thai Siam Ltd 1191 Argyle Street Glasgow G3 8TQ  ,Thai Siam Ltd,Juthamas Phanpeng,2009/01/19 00:00:00+00,,Monday to,Premises ,50,,256995,665933,906700004439,,1191 Argyle Street Glasgow G3 8TQ ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
255175,666614,558,Off,GC1024,Costcutter 582 Dumbarton Road Glasgow G11 6RH  ,Parminder Singh,Parminder Singh,2009/01/19 00:00:00+00,,Monday to,Premises ,,12.8,255175,666614,906700028861,,584 Dumbarton Road Glasgow G11 6RH ,,Broomhill / Partick West,33,12,Victoria Park,S02001954
253951,662853,559,Off,GC1031,Samra's All You Need Store 27/29 Corkerhill Place Glasgow G52 1RU  ,Sabi Samra-Kaur ,Sabi Samra-Kaur ,2009/01/19 00:00:00+00,,Monday to,Premises ,,15.2,253951,662853,906700257970,,29 Corkerhill Place Glasgow G52 1RU ,,Corkerhill / North Pollok,50,04,Cardonald,S02001858
253909,669347,560,On,GC1032,Lodge Knightswood Glasgow No.1445 42 Priory Road Glasgow G13 2SZ  ,Lodge Knightswood Glasgow No.1445,,2009/01/19 00:00:00+00,,Monday to,Premises ,70,,253909,669347,906700082599,,40 Priory Road Glasgow G13 2SZ ,,Temple / Anniesland,18,14,Drumchapel/Anniesland,S02001971
258931,665807,561,On & Off,GC1039,Lauders 76 Sauchiehall Street Glasgow G2 3DE  ,Mitchells & Butlers Retail Ltd,Gregory Mathers,2009/01/19 00:00:00+00,,On Sales ,Premises ,334,17.5,258931,665807,906700107006,,76 Sauchiehall Street Glasgow G2 3DE ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259277,665018,562,On & Off,GC1042,Marks & Spencer 12 Argyle Street Glasgow G2 8AA  ,Marks and Spencer PLC,Stephen O'Donnell,2009/01/19 00:00:00+00,,On Sales ,Premises ,288,80.28,259277,665018,906700005546,,12 Argyle Street Glasgow G2 8AA ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
267606,663525,563,Off,GC1048,105 Muirside Road Glasgow G69 7EN   ,Bashir Ahmed,Najma Ahmed,2009/01/19 00:00:00+00,,Monday to,Premises ,,10,267606,663525,906700125139,,105 Muirside Road Glasgow G69 7EN ,,Baillieston / Garrowhill,42,20,Baillieston,S02001900
258379,665880,564,On,GC1050,Romano's Restaurant 192 Pitt Street Glasgow G2 4DY  ,Karsiyakali Limited,Burak Soyusinmez,2009/01/19 00:00:00+00,,Monday to,Premises ,96,0,258379,665880,906700375348,,192 Pitt Street Glasgow G2 4DY ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258293,666048,565,On,GC1053,The Rennie MacIntosh Hotel 218/220 Renfrew Street Glasgow G3 6TX  ,Rennie Mackintosh (Renfrew St.) Ltd,Margaret McSherry,2009/01/19 00:00:00+00,,Monday to,Premises ,60,,258293,666048,906700346641,,220 Renfrew Street Glasgow G3 6TX ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
261856,663929,566,Off,GC1059,The Celtic Superstore 18-20 Davaar Street Celtic Park Glasgow G40 3RE ,Celtic F.C. Limited,Alison Renwick,2009/01/19 00:00:00+00,,Monday to,Premises ,,3.95,261856,663929,906700315004,,Celtic Superstore 18 Davaar Street Glasgow G40 3RB ,,Parkhead / Dalmarnock,27,09,Calton,S02001894
260205,668230,567,Off,GC1061,621 Hawthorn Street Glasgow G22 6AZ   ,Samina Latif,Muhammad Asif Rehman,2009/01/19 00:00:00+00,,Monday to,Premises ,,11.1,260205,668230,906700174446,,621 Hawthorn Street Glasgow G22 6AZ ,,Springburn,24,17,Springburn/Robroyston,S02001923
261483,665003,568,On & Off,GC1062,The Crown Creighton Bar 476-480 Duke Street Glasgow G31 1QF  ,Thomas Bernard Joseph Kieran,Thomas Martin Kieran,2009/01/19 00:00:00+00,,On Sales ,Premises ,184,11,261483,665003,906700156676,,478 Duke Street Glasgow G31 1QF ,,Calton / Bridgeton,28,09,Calton,S02001929
254525,668448,569,On,GC1066,The Jimmie Ireland Stand Glasgow High School 637 Crow Road Glasgow G13 1PB ,The Glasgow High School Club,,2009/01/19 00:00:00+00,,Monday to,Premises ,250,,254525,668448,906700026712,,Glasgow High School 637 Crow Road Glasgow G13 1PL ,,Anniesland / Jordanhill / Whiteinch,34,12,Victoria Park,S02001958
258896,665296,570,On & Off,GC1072,Franco Manca 93 Mitchell Street Glasgow G1 3LN  ,Franco Manca 2 UK Limited,Michelle Louise Limb,2009/01/19 00:00:00+00,,On Sales ,Premises ,100,5.52,258896,665296,906700088109,,93 Mitchell Street Glasgow G1 3LN ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
253608,667122,571,On & Off,GC1091,Granny Gibbs 1305 Dumbarton Road Glasgow G14 9UY  ,Colin Beattie,Jayne Buckley,2009/01/19 00:00:00+00,,On Sales ,Premises ,120,7.6,253608,667122,906700031675,,1305 Dumbarton Road Glasgow G14 9UY ,,Anniesland / Jordanhill / Whiteinch,34,12,Victoria Park,S02001961
267942,662432,572,On & Off,GC1098,Black Bear Beefeater 2 Calderpark Street Glasgow G71 7SA  ,Alehouse (Lincoln) Limited,Demi Mcgiff,2009/01/19 00:00:00+00,,On Sales ,Premises ,350,5.3,267942,662432,906700494455,,Black Bear Restaurant 601 Hamilton Road Glasgow G71 7SA ,,Baillieston / Garrowhill,42,20,Baillieston,S02001901
256873,667293,573,On,GC1099,Cailbruich West 725 Great Western Road Glasgow G12 8QX  ,Cailbruich Restaurants Limited,Christopher Charalambous,2009/01/19 00:00:00+00,,Monday to,Premises ,52,,256873,667293,906700058530,,725 Great Western Road Glasgow G12 8QX ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
259534,665037,574,On,GC1105,The Dhabba 44 Candleriggs Glasgow G1 1LE  ,Bapu Properties Limited,Kerala Harlharan Narayan,2009/01/23 00:00:00+00,,Monday to,Premises ,124,0,259534,665037,906700382617,,44 Candleriggs Glasgow G1 1LD ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
258876,665466,575,On,GC1114,La Masa Taco Bar 26A Renfield Street Glasgow G2 1LU  ,Andrew Forrest,Abbie Rose Anderson,2009/01/23 00:00:00+00,,Monday to,Premises ,38,,258876,665466,906700095014,,26A Renfield Street Glasgow G2 1LU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257765,669578,576,Off,GC1119,Cadder Supermarket 58 Skirsa Street Glasgow G23 5BA  ,Rakesh Kumar Dheer,Rakesh Kumar Dheer,2009/01/23 00:00:00+00,,Monday to,Premises ,,9.9,257765,669578,906700107182,,58 Skirsa Street Glasgow G23 5BA ,,Lambhill / Milton,35,16,Canal,S02001945
258982,665504,577,On,GC1130,Yo! Sushi 85 West George Street Glasgow G2 1QG  ,Flat Iron Steak Limited,Scott Andrew Frame,2009/01/23 00:00:00+00,,Monday to,Premises ,100,0,258982,665504,906700109808,,85 West George Street Glasgow G2 1QG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
253363,661208,578,On & Off,GC1131,Wagamama Unit 32 Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG,Wagamama Limited,Jane Strang,2009/01/23 00:00:00+00,,On Sales ,Premises ,179,0,253363,661208,906700424826,,Unit 32 Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AF ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
256603,667039,579,Off,GC1133,Iceland Foods Limited 224/226 Byres Road Hillhead Glasgow G12 8SH ,Iceland Foods Limited,Martin Lafferty,2009/01/23 00:00:00+00,,Monday to,Premises ,,16.6,256603,667039,906700382972,,226 Byres Road Glasgow G12 8SH ,,Hillhead / Woodlands,30,11,Hillhead,S02001957
257534,666910,580,Off,GC1146,The Cave 421 Great Western Road Glasgow G4 9JA  ,The Gillespie Partnership,Adrian Gillespie,2009/01/23 00:00:00+00,,Monday to,Premises ,,28.4,257534,666910,906700055968,,421 Great Western Road Glasgow G4 9JA ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
256755,667240,581,On,GC1159,Six by Nico 360 Byres Road Glasgow G12 8AW  ,Six by Nico (Holdings) Limited ,Jessica Jayne Duncan,2009/01/23 00:00:00+00,,Monday to,Premises ,192,24,256755,667240,906700017921,,360 Byres Road Glasgow G12 8AW ,,Hillhead / Woodlands,30,11,Hillhead,S02001957
260986,664657,582,Off,GC1173,599-601 Gallowgate Glasgow G40 2PF   ,Betta (Scotland) Ltd,Sri Harsha Akula,2009/01/23 00:00:00+00,,Monday to,Premises ,,8,260986,664657,906700169716,,593 Gallowgate Glasgow G40 2PE ,,Calton / Bridgeton,28,09,Calton,S02001894
255867,667592,583,On & Off,GC1182,70 Hyndland Road Glasgow G12 9UT   ,The Partnership of Marco and Angela ,Marco Stevenson,2009/01/23 00:00:00+00,,Monday to,Premises ,120,6,255867,667592,906700059977,,70 Hyndland Road Glasgow G12 9UT ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001957
256715,667159,584,On,GC1188,Cafe Andaluz 2 Cresswell Lane Glasgow G12 8AA  ,Cafe Andaluz Restaurants Limited,Umberto Chiappe,2009/01/23 00:00:00+00,,Monday to,Premises ,125,0,256715,667159,906700027683,,2 Cresswell Lane Glasgow G12 8AA ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
255296,668757,585,Off,GC1189,164/170 Dorchester Avenue Kelvindale Glasgow G12 0DZ  ,CJ Lang & Son Limited,Dhanwantjot Sidhu,2009/01/23 00:00:00+00,,Monday to,Premises ,,35,255296,668757,906700026966,,170 Dorchester Avenue Glasgow G12 0DZ ,,Kelvindale / Kelvinside,37,23,Partick East/Kelvindale,S02001970
259000,665865,586,On & Off,GC1190,Intermezzo 22 Renfrew Street Glasgow G2 3BW  ,Thistle Taverns Limited,Elizabeth Teresa Logan,2009/01/23 00:00:00+00,,On Sales ,Premises ,75,6,259000,665865,906700088858,,22 Renfrew Street Glasgow G2 3BW ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
268246,664088,587,On & Off,GC1196,China Palace 224 Main Street Baillieston Glasgow G69 6AG ,Yuk Kam Tai,Lee Hung Liong,2009/01/23 00:00:00+00,,On Sales ,Premises ,175,6.5,268246,664088,906700125115,,224 Main Street Baillieston Glasgow G69 6AG ,,Baillieston / Garrowhill,42,20,Baillieston,S02001901
257402,666993,588,On,GC1200,La Lanterna West End 445 / 447 Great Western Road Glasgow G12 8HH  ,A & M Giovanazzi,Claudia Conreno,2009/01/23 00:00:00+00,,Monday to,Premises ,72,,257402,666993,906700056075,,447 Great Western Road Glasgow G12 8HH ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
253363,661208,589,On & Off,GC1209,The Real Greek Unit X1 Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG,The Real Greek Food Company Limited,John Robert Mulhern,2009/01/23 00:00:00+00,,On Sales ,Premises ,200,0,253363,661208,906700421188,,Unit 1 Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
260617,664481,590,Off,GC1210,144 Abercromby Street Glasgow G40 2SA   ,Rajinder Kaur Benning,Ekaterina Golozubtseva,2009/01/23 00:00:00+00,,Monday to,Premises ,,16,260617,664481,906700127993,,144 Abercromby Street Glasgow G40 2SA ,,Calton / Bridgeton,28,09,Calton,S02001894
258409,665169,591,On,GC1212,The Duke's Umbrella 363 Argyle Street Glasgow G2 8LT  ,Great Coffee Limited,Paula Hutchinson,2009/01/23 00:00:00+00,,Monday to,Premises ,137,,258409,665169,906700004747,,363 Argyle Street Glasgow G2 8LT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257232,662070,592,On,GC1219,Linen 1110 Pollokshaws Road Glasgow G41 3XA  ,Linen 1906 Limited,Carmine Capaldi,2009/01/23 00:00:00+00,,Monday to,Premises ,89,,257232,662070,906700299657,,1110 Pollokshaws Road Glasgow G41 3XA ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
255960,670280,593,Off,GC1220,120 Acre Road Glasgow G20 0TN   ,Mukesh Bagha,Amreen Nazam,2009/01/23 00:00:00+00,,Monday to,Premises ,,9.4,255960,670280,906700001789,,120 Acre Road Glasgow G20 0TN ,,North Maryhill / Summerston,36,15,Maryhill,S02001946
250936,670941,594,Off,GC1228,309 Drumry Road East Glasgow G15 8PA   ,One-O-One Convenience Stores Limited,Graham Robertson Hodge,2009/01/23 00:00:00+00,,Monday to,Premises ,,21.34,250936,670941,906700035755,,309 Drumry Road East Glasgow G15 8PA ,,Drumchapel,40,14,Drumchapel/Anniesland,S02001977
259466,659741,595,Off,GC1229,365 Carmunnock Road Glasgow G44 5HH   ,One-O-One Convenience Stores Limited,Jacqueline Galt,2009/01/23 00:00:00+00,,Monday to,Premises ,,22.77,259466,659741,906700260782,,365 Carmunnock Road Glasgow G44 5HH ,,Croftfoot,10,01,Linn,S02001883
261139,667755,596,Off,GC1239,4/8 Broomknowes Road Glasgow G21 4YE   ,One-O-One Convenience Stores Limited,Peter Boyle,2009/01/23 00:00:00+00,,Monday to,Premises ,,21.5,261139,667755,906700144558,,6 Broomknowes Road Glasgow G21 4YE ,,Springburn,24,17,Springburn/Robroyston,S02001922
